ï»¿abstract_number,date,position,poster_id,presenter,row,sector,session,title,co_authors
"4447","15/04 12:00","34","P3214","Amy COOKE","4","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Prevalence of carbapenemase-producing Pseudomonas stutzeri colonising hospital surfaces in low- and middle-income countries","S. Pervin|R. Farzana|N. Tasnim|K. Thomson|K. Sands|M. Nieto Toboso|L. Wilson|S. Langhorne|R. Farzana|B. Hassan|J. Rzaska|Y. Mohammed|J. Abubkar|O. Oduyebo|B. Ogunsanya|A. Aminu|M. Yusuf Ahmad|N. Medugu|T. Akujobi|I. N. Nwafia|I. N. Orabueze|T. Walsh|K. Iregbu|A. Cooke|C. Achi|E. Rashid|A. Rehman|R. Tariq|A. Shoaib|R. Temur|M. Babar|A. Sajid|R. Razzaq|A. Shah|A. Mehboob|S. Riaz|M. Hamid|R. Zahra"
"4496","15/04 12:00","35","P3215","Sara ARNAL LEAL","4","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","PCR vs conventional cultures: should we prioritise speed or reliability? A case study of an Enterococcus faecium vanB outbreak","S. Arnal|E. Alvarado|M. Riesgo Magana|H. Garcia|M. Sarvisé|C. Zumeta|L. Ruiz-Roldán|A. Achkir|M. Batallon|C. Valiente-Mullor|J. Bueno|C. Seral|I. Hernandez|F. González-Candelas"
"4648","15/04 12:00","36","P3216","Sarah BROWNING","4","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Disinfectant induced pitting corrosion: a potential culprit reservoir in stainless steel sink grates","S. Browning|J. Jennings|B. Mitchell"
"4772","15/04 12:00","1","P3217","Adesola OLALEKAN","5","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Bacterial pathogens of hospital effluents and point prevalence survey of antibiotics utilisation from public healthcare facilities in Lagos, Nigeria","A. Olalekan|S. Adesida|M. Sangare|K. Adebisi|M. Mannie-Udoh|O. Ojurongbe|O. Ogunleye|F. Agomma"
"4910","15/04 12:00","2","P3218","Brendan KELLY","5","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Impact of time post-hospitalisation on carbapenem-resistance among Enterobacterales infections","S. Xie|L. Cressman|M. Ziegler|B. Kelly"
"4988","15/04 12:00","3","P3219","Lilla BUZGÓ","5","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Third generation sequencing methods for infection control: lessons from a pilot study","L. Buzgo|V. Nagy|C. Freytag|N. Orosz|F. Bodnár|R. Bokenyne-Toth|L. Laczko|G. Kardos|G. Gömöri"
"5002","15/04 12:00","4","P3220","Valentina MENOZZI","5","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Preliminary results of a pre-post intervention study evaluating the impact of the introduction of screening for rectal colonisation by Enterobacterales resistant to fluoroquinolones (FQR-E) and third-generation cephalosporins (3GCR-E) in heamatological patients admitted to hospital","A. Candoni|M. Luppi|V. Menozzi|V. Todisco|R. Vescovini|F. Bettelli|A. Gilioli|M. Meschiari|M. Sarti|C. Mussini|E. Franceschini"
"5080","15/04 12:00","5","P3221","George Alexander BAZIOTIS","5","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Trends in intestinal colonisation and bloodstream infections by carbapenem-resistant Enterobacterales, Acinetobacter baumannii, and Pseudomonas aeruginosa in an ICU: impact of enhanced infection control measures","G. Baziotis|P. Karakosta|P. Georgiou|S. Louka|A. Demetriou|O. Koutsopetra|E. Poulianou|F. Frantzeskaki|I. Tsagkaris|S. Pournaras|K. Tarpatzi|S. Damianidou|E. Kalogeropoulou|A. Vasilakopoulou|M. Vargiami|S. Vourli"
"5087","15/04 12:00","6","P3222","Davide STANGALINI","5","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Monitoring microbiological cleanliness in operating rooms: a comprehensive environmental sampling approach","D. Stangalini|F. Stangalini|A. Ragni|V. De Simone|S. Paghera"
"5088","15/04 12:00","7","P3223","Yu FENG","5","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","From stealth to spotlight, a new guest knocking at the door: MDR Klebsiella pneumoniae ST101-KL17 in clinical settings","J. Qin|Y. Feng|Y. Yang|Z. Zong"
"5227","15/04 12:00","8","P3224","Riccardo BOLLINI","5","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Rapid MRSA/MSSA surveillance: a seven-years dual molecular-cultural approach","R. Bollini|F. De Fazio|D. Bavaro|L. Bussini|R. Renzulli|S. Locatelli|V. Ciorba|S. Carloni|Z. Asif|G. Da Rin|M. Bartoletti|E. Casari|V. Cento"
"5342","15/04 12:00","9","P3225","Cornelis H. VAN WERKHOVEN","5","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","A simulation study of antimicrobial resistance carriage in neonatal intensive care units: implications for cluster-randomised trials","H. Van Werkhoven|M. Berkell|A. Cook|E. Sieswerda|S. Malhotra|J. Bielicki"
"5434","15/04 12:00","10","P3226","Aikaterini MOUGKOU","5","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","The effect of COVID-19 pandemic on healthcare-associated infections acquired in European intensive care units","A. Mougkou|T. Kärki|P. Märtin|P. Mitt|A. Agodi|S. Nunes|A. Marques|X. Nuvials-Casals|D. Plachouras"
"5526","15/04 12:00","11","P3227","Xavier BERTRAND","5","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Evaluation of sampling strategies for aquatic environment surveillance of Gram-negative multi-drug-resistant organisms in hospitals","M. Sauget|N. Hassoun-Kheir|J. Riger|K. Van Hoorde|A. Peleg|M. Paul|S. Harbarth|D. Hocquet|M. De Kraker|X. Bertrand"
"5641","15/04 12:00","12","P3228","Aikaterini MICHELAKI","5","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Risk of bloodstream infection due to rectal colonisation by multidrug-resistant bacteria and Serratia marcescens among intensive care unit neonates","A. Michelaki|G. Paradeisis|K. Spyridopoulou|E. Petridou|A. Stathi|E. Papapetrou|M. Matsouka|A. Karavassilis|L. Zachariadou"
"5679","15/04 12:00","13","P3229","Victoria WILLIAMS","5","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Do shared washrooms pose similar risk to shared rooms in transmission of respiratory viruses? A 13-year retrospective case-control study in a long-term care home","V. Williams|K. Volpentesta|M. Avaness|C. Chan|A. Kiss|S. Brachvogel|J. Leis"
"5863","15/04 12:00","14","P3230","Gianluca VRENNA","5","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Integrating breakthrough technologies to detect Candida tropicalis outbreaks: using the Fourier-transform infrared (FTIR) spectroscopy and validation by whole-genome sequencing","G. Vrenna|V. Fox|S. Raimondi|G. Foglietta|M. Rossitto|B. Lucignano|V. Cortazzo|M. Agosta|M. Pereyra Boza|M. Onori|L. Mancinelli|M. Argentieri|M. Cristiano|M. D'urbano|G. Ferri|V. Fini|A. Granaglia|A. Sisto|C. Perno|P. Bernaschi"
"5874","15/04 12:00","15","P3231","Tiffany SCHAUMBURG","5","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Digital, semi-automated surveillance of urinary tract infections (UTI) on the intensive care unit (ICU)","T. Schaumburg|S. Kolbe-Busch|N. Köhler|D. Hasenclever"
"5973","15/04 12:00","16","P3232","Sandra REUTER","5","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Double Carbapenemases in Klebsiella pneumoniae blood isolates: dissemination in a single medical centre by multiple plasmids-multiple lineages","A. Afolayan|A. Rigatou|E. Tatsi|I. Deliolanis|A. Michos|S. Reuter|G. Daikos"
"5979","15/04 12:00","17","P3233","Callebaut CALLEBAUT","5","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Investigating the use of MRSA sampling kits for enhancing Candida auris growth","K. Callebaut|T. Chin|K. Floré|M. Reynders|A. Muyldermans"
"6035","15/04 12:00","18","P3234","Inês RODRIGUES","5","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","How long can MDR bacteria circulate within a veterinary hospital setting? Apparently, at least three years!","I. Rodrigues|J. Prata|J. Campos|J. Ribeiro|Â. Pista|P. Martins Da Costa"
"6129","15/04 12:00","19","P3235","Koos KORSTEN","5","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Keep the hospital clean: diagnostic performance of ten different molecular and culture-based methods to detect Candidozyma auris","K. Korsten|B. Gerrits Van Den Ende|R. Pique|F. Hagen|K. Van Dijk"
"6240","15/04 12:00","20","P3236","Nicole SCHMIDT","5","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Long-term care facilities in focus: results of a point-prevalence study for healthcare-associated infections and antimicrobial use, Germany, 2024","N. Schmidt|A. Meinen|M. Arvand|T. Eckmanns|V. Marujo"
"6251","15/04 12:00","21","P3237","Elke LOOTS","5","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Development and validation of HABSI surveillance: insights and outcomes within a healthcare network","E. Loots|S. Van Goethem|E. Bernaert|M. Mul|P. Willems|K. Hofkens|K. Callewaert|R. Naesens"
"6524","15/04 12:00","22","P3238","María Inés STANELONI","5","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Containment of carbapenemase-producing carbapenem resistant Enterobacterales via implementation of the global action in healthcare network antimicrobial resistance module: the experience of Argentina and Chile, March 2022-October 2024","L. Alonso|A. Colque|L. Barcelona|A. Corso|F. Pasteran|P. Marchetti|C. Echave|I. Pagano|R. Smith|M. Staneloni|O. Mcgovern|D. Lower|M. Orsini|A. Villamil|J. Hormazabal|F. Morales Lopez|C. Rodriguez Mora|G. Romero Thomas|M. Galas|F. Otaiza|P. Ramon-Pardo"
"6564","15/04 12:00","23","P3239","Michael DAVID","5","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Staphylococcus aureus nasal colonisation in inpatient healthcare workers over a ten-month period","M. Hiehle|K. Hofstetter|B. Talbot|T. Read|M. David"
"6589","15/04 12:00","24","P3240","Diego ORTIZ","5","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Disrupted surveillance: COVID-19's impact on HAI reporting in Europe","D. Ortiz|K. Odoj|C. Magnabosco|J. Garlasco|F. Manco|M. Pezzani|F. Arieti|E. Addis|O. Awwad|E. Tacconelli"
"6610","15/04 12:00","25","P3241","Adriana JIMENEZ","5","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Sink drain disinfection at an academic hospital in south Florida: what does not work or partially works","W. Lamar|O. Alfonzo|T. Ferreira|B. Shukla|A. Jimenez|S. Arenas|K. Mokoban|P. Pronty|A. Talati|M. Kakani|E. Zagaynova|R. Arely|A. Williams"
"6636","15/04 12:00","26","P3242","Andree FRIEDL","5","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Ambient cough levels predict respiratory infection burden in the hospital","P. Tinschert|M. Groh|M. Wertli|A. Friedl|B. Wiggli"
"6836","15/04 12:00","27","P3243","Zhou WANGXIAO","5","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Reshaping the Battlefield: A Decade of Clonal Wars Among Staphylococcus aureus in China","Z. Wangxiao"
"6854","15/04 12:00","28","P3244","Ahneez ABDUL HAMEED","5","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Impact of weekly and monthly screening for carbapenemase-producing Enterobacterales in a high-risk speciality unit in a tertiary acute care hospital","A. Abdul Hameed|R. Thannikkal|A. Verma"
"6882","15/04 12:00","29","P3245","Chidiebere NDUBUEZE","5","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Genotypic profiling of Staphylococcus aureus in hopitalised patients in a tertiary care centre in Enugu, Nigeria","C. Ndubueze|I. Nwafia|U. Ozumba|S. Ebede|I. Orabueze"
"6987","15/04 12:00","30","P3246","Gauthier PEAN DE PONFILLY","5","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Prevalence of MDRO digestive colonisation in lung transplant patients (preliminary results of the PORTAGREFFE study)","G. Péan De Ponfilly|S. Snoussi|A. Gigandon|G. Dauriat|A. Mizrahi|B. Pilmis|A. Le Monnier"
"7024","15/04 12:00","31","P3247","Yolanda SAENZ","5","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Prevalence of emerging antimicrobial resistant pathogens in a hospital food service","R. Lopez De Dicastillo|P. Toledano|G. Ros|Y. Sáenz"
"7048","15/04 12:00","32","P3248","Brigitta SCHNEIDER-PATKÓ","5","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Dissemination of VIM-producing Pseudomonas aeruginosa controlled by eliminating the environmental reservoirs","B. Schneider-Patko|K. Kovács|E. Urbán|Z. Lutz|A. Nyul|H. Fenyvesi|C. Csontos|E. Rauth|Á. Sonnevend"
"7051","15/04 12:00","33","P3249","Edgar WELLINGTON","5","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Data for action; sharing and automated reporting of healthcare associated infection surveillance data using the data capture system mirror database","E. Wellington|A. Sharma|D. Chudasama|Z. Chowdhury|R. Hope"
"7094","15/04 12:00","34","P3250","Eleni KALOGEROPOULOU","5","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","A point prevalence study to estimate the rate of asymptomatic carriage of toxigenic Clostridioides difficile in a tertiary academic hospital","E. Kalogeropoulou|P. Karakosta|K. Thomas|P. Georgiou|S. Louka|G. Baziotis|A. Demetriou|O. Koutsopetra|S. Damianidou|M. Kostoula|E. Oikonomoula|M. Vargiami|A. Alvanidi|A. Tarpatzi|A. Vasilakopoulou|F. Kontos|I. Kliani|M. Tsakona|E. Poulianou|P. Tsilikis|L. Tsaroucha|E. Emmanouilidou|G. Terpo|S. Steris|P. Kazakou|J. Meletiadis|D. Kavatha|A. Papadopoulos|S. Tsiodras|S. Pournaras"
"7429","15/04 12:00","35","P3251","Monika CHAUDHARY","5","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","A comparative analysis of clinical features, antibiotic treatment, and mortality in ICU patients admitted in a tertiary care centre of LMIC with and without hospital acquired infections","N. Midha|D. Kumar|M. Chaudhary|D. Meena|G. Bohra"
"7447","15/04 12:00","36","P3252","Gordon RAMAGE","5","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Investigating environmental and biocide survival of Candida auris through transcriptional profiling","G. Ramage|A. Ware|C. Delaney|W. Johnston|J. Butcher|R. Kean"
"7480","15/04 12:00","1","P3253","Hester KORTHALS ALTES","6","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Visualising livestock-associated (LA)-MRSA clustering based on whole-genome MLST (wgMLST) in patients from ten hospitals in southeast Netherlands","H. Korthals Altes|T. Habben Jansen|W. Schuch|W. Van Den Bijllaardt|P. Wever|A. Jansz|A. Hendrickx|M. Hermans|H. Wertheim"
"7506","15/04 12:00","2","P3254","Nagham Léa KHANAFER","6","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Fungal and bacterial aerobiocontamination in a renovated intensive care unit: an unexpected source","A. Regard|E. Richard|A. Malatray|C. Frno|E. Marion|J. Crozon-Clauzel|J. Dumes|P. Cassier|P. Vanhems|M. Madjou|N. Khanafer"
