id,sessionId,parentSessionId,title,location,date,timeRange,timezone,sessionType,category,chairName,chairCountry,presenterName,presenterCountry
5339,PS051,5329,"Intestinal parasitic infections in upper Corsica: current epidemiology and diagnostic approach",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Arthur MAKA",France
5340,PS051,5329,"Risk factors for Trichuris trichuira infection in children",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Rose Chimezie IHEZIE",Nigeria
5341,PS051,5329,"Comprehensive mapping of Blastocystis epidemiology and subtypes: insights from COST action CA21105 'One Health Blastocystis`",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eylem AKDUR ÖZTÜRK",Türkiye
5342,PS051,5329,"Recent spread and outcomes of human alveolar echinococcosis in Croatia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Natalia OSLAJ",Croatia
5343,PS051,5329,"Congenital toxoplasmosis screening of pregnant women in Cameroon: proposing a novel algorithm with a cost savings analysis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Malika MADHAVA","United States"
5344,PS051,5329,"Investigating hybrid Schistosoma spp. imported infections to Europe: a cohort from the ESCMID study group on clinical parasitology",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Francesca TAMAROZZI",Italy
5345,PS051,5329,"Clinical outcomes in chagas disease among military personnel: a retrospective observational study in Bogota, Colombia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Santiago RODRÍGUEZ",Colombia
5346,PS051,5329,"Knowledge on female genital schistosomiasis among women attending public healthcare facilities in Namayingo and Mayuge Districts, Uganda",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eddy KYAGULANYI",Uganda
5347,PS051,5329,"Neglected blood parasitic diseases and malaria in the Peruvian Amazon: molecular screening employing a new multiplex qPCR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Maria Delmans FLORES-CHAVEZ",Spain
5348,PS051,5329,"Mitochondrial nad5 gene-based molecular insights into zoonotic Echinococcus granulosus sensu lato genotypes endemic in north India",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Pallavi MOUDGIL",India
5349,PS051,5329,"Breakthrough infection with Plasmodium species in deployed military personnel who completed prophylactic antimalarial medication during their deployment period and returned home: a case-control study",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Junwon SEO","Republic Of"
5350,PS051,5329,"Ultrasonographic prevalence of cystic echinococcosis in school-aged children in Chile: results of a pilot survey in the context of a developing control programme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Francesca TAMAROZZI",Italy
5351,PS051,5329,"Risk factors for trichomoniasis in women: a nationwide study",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Filip JANSÅKER",Sweden
5352,PS051,5329,"Awareness and knowledge of human leishmaniasis in a mediterranean endemic area: a cross-sectional study from Sardinia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chiara FANELLI",Italy
5353,PS052,NULL,"07c. Diagnostic parasitology (incl traditional, molecular and genomic methods)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","07. Parasitic diseases, travel medicine & migrant health",NULL,NULL,NULL,NULL
5354,PS052,5353,"Detecting Plasmodium falciparum histidine-rich proteins 2 and Plasmodium lactate dehydrogenase in saliva: a non-invasive means of diagnosing malaria in children",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Enoch ANINAGYEI",Ghana
5355,PS052,5353,"Evaluation of the BioFire global fever panel compared to laboratory-developed PCR for malaria diagnostics",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Allison HAAS","United States"
5356,PS052,5353,"Concordance between computed tomography and transfontanellar ultrasound for diagnosing central nervous system lesions in congenital toxoplasmosis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Carlos Mauricio CULMA RAMIREZ",Colombia
5357,PS052,5353,"Molecular assays on cutaneous swabs as an effective and less invasive diagnostic technique for cutaneous leishmaniasis: results from a retrospective study conducted in Italy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Anna BARBIERO",Italy
5358,PS052,5353,"Benefit of pan-nematode PCR in unusual clinical presentations of nematodosis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Marie Gladys ROBERT",France
5359,PS052,5353,"Investigation the transmission dynamics of Cryptosporidium sp. and Giardia duodenalis in humans, animals, and the environment in rural Turkey: a One Health approach",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eylem AKDUR ÖZTÜRK",Türkiye
5360,PS052,5353,"Diagnostic practices and therapeutic modalities for the management of visceral leishmaniasis: a joint ESCMID-ESGCP and LeishMan study",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Jean-Pierre GANGNEUX",France
5361,PS052,5353,"Comparing molecular methods for the identification of Leishmania infantum in blood samples: a retrospective study of diagnostic accuracy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Tommaso GRITTI",Italy
5362,PS052,5353,"Performance of VIRapid HYDATIDOSIS  test for diagnosis of cystic echinococcosis: can it be used for field screening?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Gian Luca D'ALESSANDRO",Italy
5363,PS052,5353,"Screening and diagnosis access for neglected and tropical parasitic diseases in Italy: a national survey",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Agnese COMELLI",Italy
5364,PS052,5353,"Comparative analysis of chronic schistosomiasis cases diagnosed by microscopy or by serology only: a retrospective study in the Belgian national reference centre",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Pierre Martin ENGLERT",Belgium
5365,PS052,5353,"LAMP for malaria diagnosis in a non-endemic country Denmark",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Didi BANG",Denmark
5366,PS052,5353,"Comparison of the sensitivity and specificity of diagnostic tests to detect Schistosoma spp. infection in the adult population of Chókwè district in Mozambique",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Joao SERRA",Portugal
5367,PS052,5353,"Establishing a diagnostic algorithm with high performance for Schistosoma serology: an approach using composite reference standard and latent class analysis ??????",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Caroline RÖNNBERG",Sweden
5368,PS052,5353,"Diagnostic performance of a novel real-time PCR assay for Toxoplasma gondii DNA using amniotic fluid and plasma clinical-like samples",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Henar ALONSO-EZCURRA",Spain
5369,PS052,5353,"Advancing Chagas disease diagnosis: a real-time PCR validation for congenital and chronic infections",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Henar ALONSO-EZCURRA",Spain
5370,PS052,5353,"Usefulness of molecular diagnostic techniques in imported strongyloidiasis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Azucena RODRIGUEZ-GUARDADO",Spain
5371,PS052,5353,"Polymerase chain reaction for malaria diagnosis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Anna SMIELEWSKA","United Kingdom"
5372,PS052,5353,"The 18S rDNA sequencing of Plasmodium species",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Silje HOEGH",Denmark
5373,PS052,5353,"Evaluation of the humoral immune response to Plasmodium vivax antigens in patients with Plasmodium vivax malaria recurrences",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Mariana RIBEIRO GONÇALVES",Brazil
5374,PS052,5353,"Verification of an ultra-sensitive mitochondrial cytochrome c oxidase III (cox3) gene primer for the detection of Plasmodium spp. using conventional PCR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Lena BAUKART",Denmark
5375,PS052,5353,"Emerging tools in parasitological diagnostics: a comparative study of AI, microscopy, and rapid antigen testing",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Varol TUNALI",Türkiye
5376,PS052,5353,"A simple, extraction-free molecular assay for the diagnosis of malaria",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Jamie LEMON","United States"
5377,PS052,5353,"Detecting and differentiating plasmodium species using real-time PCR in clinical samples collected over five years in a Spanish tertiary hospital",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Henar ALONSO-EZCURRA",Spain
5378,PS052,5353,"Evaluation of bead beating preparation of stool samples for detection of helminths by multiplex PCR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Patricia VIVAS",France
5379,PS052,5353,"Demodex sp.: parasitological diagnosis, molecular identification and clinical expressions",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Lilia KRICHENE",Tunisia
5380,PS053,NULL,"07d. Antiparasitic drugs & treatment (incl pre-clinical studies and clinical trials)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","07. Parasitic diseases, travel medicine & migrant health",NULL,NULL,NULL,NULL
5381,PS053,5380,"The anti-Leishmanial potential of Toona ciliata leaf extract: harnessing nature's arsenal against leishmaniasis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Vishal Kumar SINGH",India
5382,PS053,5380,"Carrier-mediated delivery of amphotericin-B through mannosylated liposomes for effective management of leishmaniasis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Varun BHARGAVA",India
5383,PS053,5380,"Ligand conjugated carbon nanotubes for effective antileishmanial therapy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Toshi NEMA",India
5384,PS053,5380,"Optimising deworming interventions: a study on Taenia multiceps control in rural northern Tanzanian livestock and dog populations",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Tito KIBONA","United Republic Of"
5385,PS053,5380,"Design, characterisation, and in vitro assessment of amine-functionalised graphene quantum dots conjugated with amphotericin B for visceral leishmaniasis therapy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Prasoon MADHUKAR",India
5386,PS053,5380,"Long-term follow up of Chagas disease individuals treated with posaconazole and benznidazole: the CHAGASAZOL cohort",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Joan ROIG SANCHIS",Spain
5387,PS053,5380,"Concentrations of artemether/lumefantrine in hair: a potential tool to retrospectively determine drug exposure following malaria treatment",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Hanna DE JONG",Netherlands
5388,PS053,5380,"Screening of a chalcone-based library for anti-Leishmania activity",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Sara MORSELLI",Italy
5389,PS053,5380,"Nucleo-cytoplasmic shuttling inhibitors as novel anti-Leishmania agents",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Sara MORSELLI",Italy
5390,PS053,5380,"Investigation of anti-leishmanial activities of Aspergillus metabolites and their effects on the pathogenesis of Leishmania virus at molecular level: in vitro studies from Turkey",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kurt ÖZGÜR",Türkiye
5391,PS053,5380,"Unveiling the veil: risk factors for Chagas disease treatment discontinuation in a non-endemic country: a retrospective cohort study",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Martina BELTRAMI",Italy
5392,PS054,NULL,"07e. Antiparasitic susceptibility & drug resistance (incl surveillance, mechanism)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","07. Parasitic diseases, travel medicine & migrant health",NULL,NULL,NULL,NULL
5393,PS055,NULL,"07f. Travel medicine, migrant and refugee health","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","07. Parasitic diseases, travel medicine & migrant health",NULL,NULL,NULL,NULL
5394,PS055,5393,"The difference in seasonal variation in the number of arrival aircrafts investigated for invasive mosquitoes between airports in Japan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Soichi TAKEISHI",Japan
5395,PS055,5393,"Impact of Chagas disease on quality of life in women diagnosed through neonatal screening",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Paloma MERINO AMADOR",Spain
5396,PS055,5393,"Dynamics and persistence of antimicrobial resistance genes and gut microbiome of healthy individuals after travel",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Cong SHEN",China
5397,PS055,5393,"Challenges for malaria control among Myanmar migrants in western Thailand: a qualitative study",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Pyae Linn AUNG",Thailand
5398,PS055,5393,"Traveller profiles and pre-travel counselling: a retrospective cross-sectional study",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Milan TROJANEK","Czech Republic"
5399,PS055,5393,"Describing immigrants' experiences of accessing healthcare in an Irish infectious diseases clinic",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Fergal HOWLEY",Ireland
5400,PS055,5393,"What probabilistic antibiotic therapy for skin abscess in the Amazon?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Olivier LESENS","French Guiana"
5401,PS055,5393,"National genomic surveillance of travellers with co-infections involving typhoidal Salmonella over a 20-year period in England",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Vanessa WONG","United Kingdom"
5402,PS055,5393,"Carriage of multidrug-resistant bacteria among Ukrainian refugees",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Tuomas ARO",Finland
5403,PS055,5393,"Breaking barriers to health: the urgent need for targeted screening in migrant populations",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Agnese COLPANI",Italy
5404,PS055,5393,"Prevalence of neglected tropical diseases among migrants living in Europe: a systematic review and meta-analysis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Giacomo GUIDO",Italy
5405,PS055,5393,"Assessing health disparities and access: a data-driven analysis of Afghan refugee health in Pakistan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Saeed AHMAD",Finland
5406,PS055,5393,"Differential characteristics of imported schistosomiasis in female immigrant population",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Azucena RODRIGUEZ-GUARDADO",Spain
5407,PS055,5393,"Strongyloidiasis diagnosed by ELISA in Brussels: a bicentric retrospective study",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Juliette BECU",Belgium
5408,PS055,5393,"Incidence of Hymenolepis nana infection within people seeking asylum and refugees attending health screening at an integrated refugee health service (respond)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kieran KILLINGTON","United Kingdom"
5409,PS055,5393,"Burden of dengue fever in travellers from non-endemic areas: a systematic literature review",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Martin P. GROBUSCH",Netherlands
5410,PS055,5393,"A successful checklist order set for infectious disease screening in immigrant patients in the US",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eirini ILIAKI","United States"
5411,PS055,5393,"A cross-sectional study on diphtheria and other wound infections among asylum seekers arriving in Baden-Wuerttemberg, Germany, August-October 2024",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bernadette WALTER",Germany
5412,PS055,5393,"Preliminary evaluation of a multiplex PCR assay for detecting protozoan and helminth infections in travelers returning to Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Paul Clemens PITZINGER",Germany
5413,PS055,5393,"Empowering migrants health: results from a monocentric prospective study",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Giovanni MORI",Italy
5414,PS055,5393,"Appropriateness of malaria treatment according to WHO criteria for severe malaria in a non-endemic country",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Anatolio ALONSO CRESPO",Spain
5415,PS055,5393,"Malaria and travel medicine: how to prevent it",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Jeferson MANOEL TEIXEIRA",Brazil
5416,PS065,NULL,"09a. Microbial pathogenesis & virulence","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","09. Fundamental microbiology, pathogenesis & immunity to infection",NULL,NULL,NULL,NULL
5417,PS065,5416,"Sub-minimum inhibitory concentrations of rifampicin attenuate methicillin-resistant Staphylococcus aureus virulence by suppressing SaeRS two-component system and arginine biosynthesis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Yinjuan GUO",China
5418,PS065,5416,"Turicella otitidis: from an external auditory canal coloniser to a cause of severe ear infections in children, a three-year retrospective study",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Helen KIRIKOU",Greece
5419,PS065,5416,"Knockout of the wza gene significantly affects capsule formation in Acinetobacter baumannii, weakening its virulence and environmental adaptability",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ping LU",China
5420,PS065,5416,"Predicting high-risk clone pathogenesis in Pseudomonas aeruginosa through a random forest model of the pangenome",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Cansel VATANSEVER",Türkiye
5421,PS065,5416,"Bacterial fluid dynamics unmasked: how Klebsiella pneumoniae capsules rewrite virulence mechanics",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Luisa Maria Vieira PEIXE",Portugal
5422,PS065,5416,"SalComSNP: an interactive platform for shortlisting key genes putatively associated with bloodstream infections of invasive non-typhoidal Salmonella",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Lijuan LUO","United Kingdom"
5423,PS065,5416,"Staphylococcus aureus biofilm metabolite interactome act as key modulators for host immune evasion",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Deepak KUMAR",India
5424,PS065,5416,"Prophage and central metabolic genome adaptations drive virulent Staphylococcal infections in the community",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Grace LEE","United States"
5425,PS065,5416,"Molecular conservation of itaconate metabolism and type 6 secretion in the high-risk clone of Pseudomonas aeruginosa ST235",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Cansel VATANSEVER",Türkiye
5426,PS065,5416,"Compensatory mechanisms in capsule production following RmpA deletion in hypervirulent Klebsiella pneumoniae",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Hyun Ah KIM","Republic Of"
5427,PS065,5416,"Plt-1 acted as a novel virulence factor by enhancing inflammation level and macrophage death in ST11 carbapenem-resistant hypervirulent Klebsiella pneumoniae",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Peiyao JIA",China
