Day,Local Time,Location,Category,Type of Session,Number/Code,Session Title,Presentation Title,Authors/Presenters,MAF Coverage,Priority Level ,Status,Comments,tracknames,presenters,additional_info,disclosures
Saturday,8:00 AM - 9:00 AM,403 A,,,,192 - Transplant ID 101 for the General ID Practitioner,,,,,,,"['Adult ID', 'Epi & Infection Control', 'Global ID', 'Investigative ID', 'HIV-STD-TB', 'Pediatric ID', 'Trainee', 'Transplant']","[{'title': 'Senu Apewokin, MD', 'affiliation': 'Assoc Prof University of Cincinnati Mason, Ohio, United States'}, {'title': 'Ruth Adekunle, MD, MSCR (she/her/hers)', 'affiliation': 'Assistant Professor of Medicine Infectious Diseases Medical University of South Carolina Charleston, SC, United States'}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1 hours of MOC CreditCNE Credits: Maximum of 1 hours of ANCC CreditACPE Credits: ACPE 1 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Senu Apewokin, MD:  No relevant disclosure to display', 'Ruth O. Adekunle, MD, MSCR:  No financial relationships to disclose']"
Saturday,8:00 AM - 9:00 AM,502 A,,,,193 - What's on the Multiplex Molecular Panel Menu for ID Diagnostics?,,,,,,,"['Adult ID', 'Global ID', 'Investigative ID', 'Pediatric ID', 'Trainee', 'Transplant']","[{'title': 'Patricia Simner, PhD', 'affiliation': 'Associate Professor, Director of Bacteriology Johns Hopkins School of Medicine Baltimore, MD, United States'}, {'title': 'Jennifer Dien Bard, PhD, D(ABMM), FIDSA, FAAM (she/her/hers)', 'affiliation': ""Chief of Clinical Operations, Director of Clinical Microbiology and Virology Children's Hospital Los Angeles; University of Southern California""}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1 hours of MOC CreditCNE Credits: Maximum of 1 hours of ANCC CreditACPE Credits: ACPE 1 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Patricia J. Simner, PhD:  No relevant disclosure to display', 'Jennifer Dien Bard, PhD, D(ABMM), FIDSA, FAAM:  No relevant disclosure to display']"
Saturday,9:15 AM - 10:00 AM,Ballroom (West Hall B),,,,194 - Edward H. Kass Lecture,,,,,,,"['Adult ID', 'Epi & Infection Control', 'Global ID', 'Investigative ID', 'HIV-STD-TB', 'Pediatric ID', 'Trainee', 'Transplant', 'COVID-19']","[{'title': 'Steven Schmitt, MD (he/him/his)', 'affiliation': 'Staff Physician Cleveland Clinic Foundation Cleveland, OH, United States'}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 0.75 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0.75 hours of MOC CreditCNE Credits: Maximum of 0.75 hours of ANCC CreditACPE Credits: ACPE 0.75 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Steven K. Schmitt, MD:  No financial relationships to disclose']"
Saturday,10:30 AM - 11:45 AM,Petree C,,,,195 - A Global Approach to Identifying and Responding to Emerging Infectious Diseases,,,,,,,"['Adult ID', 'Epi & Infection Control', 'Global ID', 'Pediatric ID', 'Trainee']","[{'title': 'Emily Erbelding, MD (she/her/hers)', 'affiliation': 'Director, Division of Microbiology and Infectious Disease NIAID National Institutes of Health Rockville, MD, United States'}, {'title': 'Ruth Lynfield, MD (she/her/hers)', 'affiliation': 'State Epidemiologist and Medical Director Minnesota Department of Health St. Paul, MN, United States'}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Emily Erbelding, MD:  No financial relationships to disclose']"
Saturday,10:30 AM - 11:45 AM,Petree D,,,,196 - Bringing Health to the Public: Utilizing Outpatient Antibiotic Therapy Programs and Innovative Care Models to Narrow Health Inequity,,,,,,,"['Adult ID', 'Epi & Infection Control', 'Investigative ID', 'Trainee', 'Transplant', 'COVID-19']","[{'title': 'Madeline King, PharmD (she/her/hers)', 'affiliation': 'Co-Director of Outpatient Antimicrobial Stewardship Cooper University Healthcare, NJ, United States'}, {'title': 'Karen Tan', 'affiliation': ''}, {'title': 'Sara Rogers, DNP, AGACNP-BC, AGPCNP-BC (she/her/hers)', 'affiliation': 'Infectious Disease Nurse Practitioner Infectious Diseases and Internal Medicine Associates Albuquerque, NM, United States'}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Madeline King, PharmD:  No relevant disclosure to display', 'Karen Tan:  No financial relationships to disclose', 'Sara Rogers, DNP, AGACNP-BC, AGPCNP-BC:  No financial relationships to disclose']"
Saturday,10:30 AM - 11:45 AM,515 B,,,,197 - Host-Directed Therapy: Mechanisms and Infectious Complications,,,,,,,"['Adult ID', 'Global ID', 'Investigative ID', 'Pediatric ID', 'Trainee', 'Transplant']","[{'title': 'Mahalia Dessruisseaux', 'affiliation': ''}, {'title': 'Luiz Bermudez, MD', 'affiliation': 'Professor Oregon State University Corvallis, OR, United States'}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Mahalia Dessruisseaux:  No financial relationships to disclose', 'Luiz Bermudez, MD:  No financial relationships to disclose']"
Saturday,10:30 AM - 11:45 AM,408 B,,,,198 - Transforming Leadership Through Generative Conflict,,,,,,,"['Adult ID', 'Epi & Infection Control', 'Global ID', 'Investigative ID', 'HIV-STD-TB', 'Pediatric ID', 'Trainee']","[{'title': 'Speaker TBD', 'affiliation': 'TBD TBD'}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Speaker TBD:  No financial relationships to disclose']"
Saturday,10:30 AM - 11:45 AM,Concourse 152,,,,199 - Just Enough or Way Too Much? Is There an Optimal Duration of Therapy for Our More Complex Patients?,,,,,,,"['Adult ID', 'Epi & Infection Control', 'Pediatric ID', 'Trainee', 'Transplant']","[{'title': 'Jodian Pinkney, MBBS, DM, MPH (she/her/hers)', 'affiliation': 'Assistant in Medicine Massachusetts General Hospital'}, {'title': 'Belinda Ostrowsky, MD, MPH, FIDSA, FSHEA', 'affiliation': 'Field Medical Officer Centers for Disease Control & Prevention & Einstein/ Montefiore New York, NY, United States'}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Jodian Pinkney, MBBS, DM, MPH:  No financial relationships to disclose', 'Belinda Ostrowsky, MD, MPH, FIDSA, FSHEA:  No financial relationships to disclose']"
Saturday,10:30 AM - 11:45 AM,Concourse 151,,,,200 - Revenge of the Syph(ilis) and Other Pediatric Foes,,,,,,,"['Adult ID', 'Epi & Infection Control', 'Global ID', 'Investigative ID', 'HIV-STD-TB', 'Pediatric ID', 'Trainee']","[{'title': 'Angela Campbell, MD, MPH', 'affiliation': 'Medical Officer Coronavirus and Other Respiratory Viruses Division Centers for Disease Control and Prevention Atlanta, GA, United States'}, {'title': 'Christiana Smith-Anderson, MD, PhD (she/her/hers)', 'affiliation': 'Physician Infectious Disease, Pediatrics University of Colorado School of Medicine Aurora, CO, United States'}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Christiana Smith-Anderson, MD, PhD:  No financial relationships to disclose']"
Saturday,10:30 AM - 11:45 AM,515 A,,,,201 - Simplifying HCV Diagnosis and Treatment,,,,,,,"['Adult ID', 'Global ID', 'HIV-STD-TB', 'Trainee']","[{'title': 'Michael Melia, MD (he/him/his)', 'affiliation': 'ID Fellowship Program Director Johns Hopkins University Baltimore, MD, United States'}, {'title': 'Rachel Baden, MD (she/her/hers)', 'affiliation': 'Chief of Medicine Los Angeles General Medical Center Pasadena, CA, United States'}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Michael T. Melia, MD:  No financial relationships to disclose', 'Rachel Baden, MD:  No financial relationships to disclose']"
Saturday,10:30 AM - 11:45 AM,502 B,,,,202 - Translating Policy Into Practice: Experiences From the Field,,,,,,,"['Adult ID', 'Epi & Infection Control', 'Pediatric ID', 'Trainee']","[{'title': 'Nimalie Stone, MD, MS (she/her/hers)', 'affiliation': 'Director, Medication Safety Program Prevention and Response Branch DHQP/CDC Paris, KY, United States'}, {'title': 'Mayar Al Mohajer, MD, MBA, MPH (he/him/his)', 'affiliation': 'Medical Director, Infection Prevention and Antimicrobial Stewardship; Associate Professor Baylor College of Medicine Houston, TX, United States'}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Nimalie D. Stone, MD, MS:  No financial relationships to disclose', 'Mayar Al Mohajer, MD, MBA:  No financial relationships to disclose']"
Saturday,10:30 AM - 11:45 AM,403 B,,,,203 - Antimicrobial Stewardship: Trends in Prescribing,,,,,,,"['Adult ID', 'Pediatric ID']","[{'title': 'Christopher Crnich, MD, PhD (he/him/his)', 'affiliation': 'Associate Professor of Medicine Division of Infectious Diseases University of Wisconsin School of Medicine and Public Health Madison, WI, United States'}, {'title': 'Judith Strymish, MD', 'affiliation': 'Assistant Professor of Medicine Department of Medicine, Section of Infectious Diseases VA Boston Healthcare System West Roxbury, MA, United States'}, {}, {}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of 0 hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Christopher J. Crnich, MD, PhD:  No financial relationships to disclose', 'Judith Strymish, MD:  No financial relationships to disclose']"
Saturday,10:30 AM - 11:45 AM,411,,,,"204 - HIV Prevention: Strategies, Solutions and Innovations",,,,,,,"['Adult ID', 'Pediatric ID', 'HIV-STD-TB']","[{'title': 'Douglas Krakower, MD (he/him/his)', 'affiliation': 'Associate Professor of Medicine Harvard Medical School Boston, MA, United States'}, {'title': 'Grace Haser, MD (she/her/hers)', 'affiliation': 'Infectious Disease Fellow UCSF San Francisco, California, United States'}, {}, {'name': 'Real-World Use of Cabotegravir Long-Acting for Pre-Exposure Prophylaxis: Data from Trio Health Cohort'}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of 0 hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Douglas Krakower, MD:  No relevant disclosure to display', 'Grace Haser, MD:  No financial relationships to disclose']"
Saturday,10:30 AM - 11:45 AM,403 A,,,,205 - New Therapies for Bad Bugs,,,,,,,"['Adult ID', 'Pediatric ID']","[{'title': 'Wesley Kufel, Pharm.D., BCPS, BCIDP', 'affiliation': 'Clinical Associate Professor Binghamton University School of Pharmacy Sciences Binghamton, New York, United States'}, {'title': 'Paul Bollyky, MD/PhD', 'affiliation': 'Professor Stanford University Stanford, CA, United States'}, {}, {}, {}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of 0 hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Wesley D. Kufel, Pharm.D., BCPS, BCIDP:  No relevant disclosure to display', 'Paul L. Bollyky, MD/PhD:  No financial relationships to disclose']"
Saturday,10:30 AM - 11:45 AM,404 AB,,,,206 - Pediatric Viral Studies: Insights and Innovations,,,,,,,['Pediatric ID'],"[{'title': 'Surabhi (Sara) Vora, MD, MPH (she/her/hers)', 'affiliation': ""Associate Professor University of Washington/Seattle Children's Hospital Seattle, WA, United States""}, {'title': 'Pablo Sanchez, MD', 'affiliation': ""Professor of Pediatrics Pediatrics - Neonatology & Pediatric Infectious Diseases Nationwide Children's Hospital - The Ohio State University Columbus, OH, United States""}, {}, {}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of 0 hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Surabhi (Sara) Vora, MD, MPH:  No relevant disclosure to display', 'Pablo J. Sanchez, MD:  No financial relationships to disclose']"
Saturday,10:30 AM - 11:45 AM,Ballroom (West Hall B),,,,207 - Challenging Cases in Transplant ID,,,,,,,"['Adult ID', 'Epi & Infection Control', 'Global ID', 'Pediatric ID', 'Trainee', 'Transplant']","[{'title': 'Maricar Malinis, MD (she/her/hers)', 'affiliation': 'Associate Professor of Medicine Section of Infectious Diseases Vanderbilt University Medical Center, TN, United States'}, {'title': 'Jennifer Cuellar-Rodriguez, MD, FIDSA', 'affiliation': 'Staff Clinician National Institute of Allergy and infectious Diseases Bethesda, MD, United States'}, {'title': 'Steven Pergam, MD, MPH', 'affiliation': 'Professor Fred Hutchinson Cancer Center; University of Washington Seattle, WA, United States'}, {'title': 'Aruna Subramanian, MD (she/her/hers)', 'affiliation': 'Clinical Professor Stanford University Palo Alto, CA, United States'}, {'title': 'Veronica Dioverti, MD (she/her/hers)', 'affiliation': 'Assistant Professor Johns Hopkins Baltimore, MD, United States'}, {'title': 'Rebecca Pellett Madan, MD, MS (she/her/hers)', 'affiliation': ""Associate Professor NYU Grossman School of Medicine/Hassenfeld Children's Hospital at NYU Langone Brooklyn, NY, United States""}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Maricar F. Malinis, MD:  No financial relationships to disclose', 'Jennifer Cuellar-Rodriguez, MD, FIDSA:  No financial relationships to disclose', 'Steven A. Pergam, MD, MPH:  No relevant disclosure to display', 'Aruna Subramanian, MD:  No relevant disclosure to display', 'Veronica Dioverti, MD:  No financial relationships to disclose', 'Rebecca Pellett Madan, MD, MS:  No financial relationships to disclose']"
Saturday,10:30 AM - 11:45 AM,502 A,,,,208 - Challenging Vaccine Issues: Beyond the Guidelines,,,,,,,"['Adult ID', 'Global ID', 'Pediatric ID', 'Trainee', 'Transplant']","[{'title': 'C. Mary Healy, MD, FIDSA (she/her/hers)', 'affiliation': 'Associate Professor of Pediatrics, Infectious Diseases Baylor College of Medicine Houston, TX, United States'}, {'title': 'Lisa Jackson, MD, MPH (she/her/hers)', 'affiliation': 'Senior Investigator Kaiser Permanente Washington Health Research Institute Seattle, WA, United States'}, {'title': 'Pia Pannaraj, MD, MPH', 'affiliation': 'Professor University of California San Diego'}, {'title': 'Gary Marshall, MD', 'affiliation': ""Professor of Pediatrics Pediatrics Norton Children's and University of Louisville School of Medicine Louisville, KY, United States""}, {'title': 'Jennifer Whitaker, MD, MS', 'affiliation': 'Assistant Professor of Medicine Baylor College of Medicine Houston, TX, United States'}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'C. Mary Healy, MD, FIDSA:  No relevant disclosure to display', 'Lisa Jackson, MD, MPH:  No financial relationships to disclose', 'Pia Pannaraj, MD, MPH:  No relevant disclosure to display', 'Gary S. Marshall, MD:  No relevant disclosure to display', 'Jennifer Whitaker, MD, MS:  No financial relationships to disclose']"
