poster_id,source_url,track_code,track_name,session_type,presentation_id,title,date,time,timezone,location,presenting_author_name,presenting_author_title,presenting_author_institution,presenting_author_location,total_presenting_authors,total_co_authors,all_presenting_authors,all_co_authors
1805,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1805,P3.,P3. Pediatric Viral studies (natural history and therapeutic),,P-521,The Many Faces of Pediatric Long COVID: A Phenotypic Cluster Analysis of Symptoms in Children Presenting to a Multidisciplinary Pediatric Long COVID Clinic,"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Alexandra B. Yonts, MD",Attending Physician/ Assistant Professor,Children's National Hospital/ George Washington University,"Washington, District of Columbia, United States",1,5,"Alexandra B. Yonts, MD","Pallavi Dwivedi, MS, MPH; James Bost, PhD; Monika Geslak, MPH; Erin McLaughlin, BS; Emily Ansusinha, MA"
1806,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1806,P3.,P3. Pediatric Viral studies (natural history and therapeutic),,P-520,Clesrovimab Efficacy through 6 Months during a Time of Changing SARS-CoV-2 Nonpharmaceutical Interventions (NPIs): Subgroup Analysis of the China Cohort in the Phase 2b/3 CLEVER Trial,"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Anushua Sinha, MD (she/her/hers)",Director,"Merck & Co., Inc., Rahway, NJ, USA","Rahway, NJ, United States",1,13,"Anushua Sinha, MD (she/her/hers)","Mingfen Zhu, MSc; Fang Sun, MD; Rui Wang, MSc; Derong Liu, PhD; Chang Chen, PhD; Rong Fu, PhD; Jiahuang Lin, PhD; Yuanqiu Li, PhD (she/her/hers); Qiong Shou, PhD; Andrea Guerra, MBBS (he/him/his); Ying Zhang, PhD; Radha A. Railkar, PhD; Xueyan Liao, PhD"
1807,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1807,P3.,P3. Pediatric Viral studies (natural history and therapeutic),,P-519,"Detection & Severity of Respiratory Virus Co-Infections with SARS-CoV-2, Influenza, or RSV in U.S. Children <2 Years Old","Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Annette Regan, PhD, MPH (she/her/hers)",Research Scientist,Kaiser Permanente Southern California,"Pasadena, CA, United States",1,5,"Annette Regan, PhD, MPH (she/her/hers)","Stacey Rowe, PhD, MPH; Onyebuchi Arah, MD, MSc, DSc, MPH, PhD; Flor M. Munoz, MD; Eileen Fry-Bowers, PHD, JD, RN, CPNP, FAAN; Sheena G. Sullivan, PhD"
1808,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1808,P3.,P3. Pediatric Viral studies (natural history and therapeutic),,P-518,Respiratory Tract Infections and Co-Infections Following Administration of the Respiratory Syncytial Virus (RSV) Antibody Clesrovimab versus Placebo: Analysis of the Phase 2b/3 CLEVER Trial,"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Andrea Guerra, MBBS (he/him/his)",EMEA Regional Clinical Director,"MSD (UK) Limited, London, UK","London, England, United Kingdom",1,4,"Andrea Guerra, MBBS (he/him/his)","Ying Zhang, PhD; Radha A. Railkar, PhD; Jeannine Lutkiewicz, BS; Anushua Sinha, MD (she/her/hers)"
1809,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1809,P3.,P3. Pediatric Viral studies (natural history and therapeutic),,P-517,"Symptom Severity and Functional Impact of Medically-Attended Influenza, SARS-CoV-2 and RSV Illnesses among Children","Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Oluwakemi Alonge, MPH, CPH (she/her/hers)",Epidemiologist I,Marshfield Clinic Research Institute,"Marshfield, WI, United States",1,12,"Oluwakemi Alonge, MPH, CPH (she/her/hers)","Huong Q. Nguyen, PhD, MPH (she/her/hers); Gigi Zheng, MD, PhD; Jennifer P. King, MPH; Wen-Hsing Wu, MS; Meng Wang, PhD; Emma Viscidi, PhD, MHS (she/her/hers); Catherine A. Panozzo, PhD; Chelsea Canan, PhD; Shivani Nagapurkar, MPH; Jennifer K. Meece, PhD; Evan J. Anderson, MD; Joshua Petrie, PhD"
1810,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1810,P3.,P3. Pediatric Viral studies (natural history and therapeutic),,P-516,Statewide Targeted Congenital CMV Testing in Newborns Who Underwent Hearing Screening in Connecticut: A Nine-Year Longitudinal Study.,"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Ashley Howard, DO (she/her/hers)",Attending Physician Pediatric Infectious Diseases and Immunology,University of Connecticut,"Hartford, CT, United States",1,3,"Ashley Howard, DO (she/her/hers)","Ryan Manthey, RN; John Lamb, Epidemiologist 3; Ian Michelow, MD"
1811,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1811,P3.,P3. Pediatric Viral studies (natural history and therapeutic),,P-515,Three-Year Epidemiological Surveillance of Respiratory Syncytial Virus (RSV) Infections in Pediatric Patients at a Tertiary Care Center in Southern Puerto Rico,"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Adanis C. Bravo Cordero, MS1, BS (she/her/hers)",First-Year Medical Student,San Juan Bautista School of Medicine,"Caguas, PR, United States",1,4,"Adanis C. Bravo Cordero, MS1, BS (she/her/hers)","Maria Jose Sanchez Muñiz, MS3; Yesabeli Condor, MD; Vylma Velazquez Almodovar, MD; Gabriela M. Henriquez Luthje, MD"
1812,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1812,P3.,P3. Pediatric Viral studies (natural history and therapeutic),,P-514,Emerging Dominant Variants of Human Metapneumovirus in the United States,"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Anna Wang-Erickson, PhD",Assistant Professor,University of Pittsburgh,"Pittsburgh, PA, United States",1,17,"Anna Wang-Erickson, PhD","Lora Pless, PhD; Lambodhar Damodaran, PhD; Raymond Pomponio, MS; Rose Patrick, BS; Marrisa P. Griffifth, BSc; Sara Walters, MS; Kady D. Waggle, MS (she/her/hers); Atalia Pleskovitch, BS; Vatsala Srinivasa, PhD candidate; Cole Varela, MA; Leah Goldstein, MPH; Heidi L. Moline, MD, MPH; Lee Harrison, MD; John Barton, PhD; Louise Moncla, PhD; Marian G. Michaels, MD, MPH; John Williams, MD"
1813,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1813,P7.,P7. Pediatric Maternal-child infections,,P-513,Outcomes of antenatal antiviral suppressive therapy at 36 weeks gestation in a large cohort of pregnant persons with genital herpes simplex virus,"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Tara L. Greenhow, MD",Regional Lead,Kaiser Permanente Northern California,"San Francisco, CA, United States",1,5,"Tara L. Greenhow, MD","Zahra Samiezade-Yazd, MPH; Lea Bornstein, MD; Mara Greenberg, MD; Beverly Young, MD; Tran HP Nguyen, MD"
1814,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1814,P7.,P7. Pediatric Maternal-child infections,,P-512,Assessing the Validity of ICD-9/10 Codes and Microbiologic data for Congenital CMV Diagnosis in an Integrated Health System,"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Tara L. Greenhow, MD",Regional Lead,Kaiser Permanente Northern California,"San Francisco, CA, United States",1,6,"Tara L. Greenhow, MD","Gail J. Demmler-Harrison, MD (she/her/hers); Yinge Qian, PhD; Robert Yolken, MD; John D. Diaz-Decaro, PhD, MS; Colin Kunzweiler, PhD; Lisa A. Croen, PhD"
1815,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1815,P7.,P7. Pediatric Maternal-child infections,,P-511,"Preliminary results of clinical signs and brain imaging findings among neonates with Congenital Cytomegalovirus identified through the U.S. Surveillance for Emerging Threats to Mothers and Babies Network (SET-NET), 2014-2023","Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Sarah B. Mulkey, MD, PhD (she/her/hers)",Associate Professor of Neurology and Pediatrics,Children's National Hospital/ George Washington University School of Medicine and Health Sciences,"Washington, DC, United States",1,14,"Sarah B. Mulkey, MD, PhD (she/her/hers)","Nicol Awadalla Bacon, MD; Kyle Spagnolo, MD; Samantha Distler, MPH; Kate Russell Woodworth, MD; Christina Sancken, MPH; Kelley Raines, MPH; Tatiana Lanzieri, MD, MPH; Lexie Barber, MPH; Jacinda Merrill, MPH, CHES; Kathryn Aveni, RNC, BSN, MPH; Nicole D. Longcore, MPH; Jane Fornoff, MA, MSc, DPhil; Kimberly Noble Piper, RN, BS, CPH, CPHG; Van Tong, MPH"
1816,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1816,P7.,P7. Pediatric Maternal-child infections,,P-510,"Invasive Group B Streptococcus among hospitalized pregnant and postpartum women, 2016 – 2024: a United States database study","Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Sarah Willis, PhD",Director,"Pfizer, Inc.","Cambridge, MA, United States",1,5,"Sarah Willis, PhD","Katharina Schley, Dr. rer pol. (she/her/hers); Wencheng Zhu, n/a; Eileen M. Dunne, PhD; Kyla hayford, PhD; Jennifer Moisi, PhD"
1817,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1817,P7.,P7. Pediatric Maternal-child infections,,P-509,"Gestational Lyme disease incidence and pregnancy-related outcomes among women in the United States, 2015-2024","Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Sarah J. Willis, PhD, MPH","Director, Vaccines RWE Scientist",Pfizer,"Wakefield, Massachusetts, United States",1,9,"Sarah J. Willis, PhD, MPH","Julie Davis, MPH; Tiange Yu, MS; Pulkit Sehgal, n/a; L. Hannah Gould, PhD, MS, MBA; Stephanie Duench, PhD; Ye Tan, PhD; James H. Stark, PhD; Sarah B. Mulkey, MD, PhD (she/her/hers); Roberta L. DeBiasi, MD, MS"
1818,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1818,P7.,P7. Pediatric Maternal-child infections,,P-508,Factors Influencing Feasibility of Studying Pregnancy and Infant Outcomes After Antenatal Lyme Disease,"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Meagan E. Williams, MSPH, IBCLC, CCRC",Senior Clinical Research Coordinator,Children's National Hospital,"Washington, DC, United States",1,3,"Meagan E. Williams, MSPH, IBCLC, CCRC","Roberta L. DeBiasi, MD, MS; David Schwartz, MD, MS Hyg, FCAP; Sarah B. Mulkey, MD, PhD (she/her/hers)"
1819,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1819,P7.,P7. Pediatric Maternal-child infections,,P-507,"Do we understand congenital syphilis surveillance in this country? How to improve surveillance of congenital syphilis — Japan, 2024","Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Mizue Eita, Bachelor of Pharmacy (she/her/hers)",Collaborating Researcher,National Institute of Infectious Diseases/ Kyoto Prefectural Government,"chiyoda-ku, Tokyo, Japan",1,9,"Mizue Eita, Bachelor of Pharmacy (she/her/hers)","Takuya Yamagishi, MD, MPH, PhD; Hirofumi Kato, Ph.D.; Tomoe Shimada, Doctor of Medical Science; Ayu Kasamatsu, MD, PhD; Takuri Takahashi, n/a; Taro Kamigaki, MD, PhD; Motoi Suzuki, MD, MSc, PhD; Yukihiro Akeda, PhD; Tomimasa Sunagawa, n/a"
1820,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1820,P7.,P7. Pediatric Maternal-child infections,,P-506,"Spatial Clustering of Congenital Syphilis-Related Stillbirths in Nuevo Leon, Mexico: Identifying Spatial Gaps in Care","Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Lindsay Ariadna Concha-Mora, MD",Pediatric Infetious Diseases Clinical International Fellow,The Hospital for Sick Children,"Toronto, ON, Canada",1,8,"Lindsay Ariadna Concha-Mora, MD","Abril M. Gutiérrez-Castro, MD; Paola Quintanilla-Urdiales, MD; Rocio Ximena Sandoval-Orozco, n/a; Rubén G. Valadez-Mata, Medical Student; Judith Estela Guzman Garcia, n/a; Ian Carlo Pineda-Fierro, Medical Student; Jessica Guerra-Díaz, Medical Student; Oscar Tamez-Rivera, MD"
1821,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1821,P7.,P7. Pediatric Maternal-child infections,,P-505,Geospatial Patterns of Maternal Syphilis in Northern Mexico: An 8-Year Data Analysis.,"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Lindsay Ariadna Concha-Mora, MD",Pediatric Infetious Diseases Clinical International Fellow,The Hospital for Sick Children,"Toronto, ON, Canada",1,8,"Lindsay Ariadna Concha-Mora, MD","Paola Quintanilla-Urdiales, MD; Abril M. Gutiérrez-Castro, MD; Rubén G. Valadez-Mata, Medical Student; Ian Carlo Pineda-Fierro, Medical Student; Judith Estela Guzman Garcia, n/a; Jessica Guerra-Díaz, Medical Student; Rocio Ximena Sandoval-Orozco, n/a; Oscar Tamez-Rivera, MD"
1822,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1822,P7.,P7. Pediatric Maternal-child infections,,P-504,Eight Years of Maternal Syphilis in Northern Mexico: Clinical and Demographic Profiles and Congenital Outcomes,"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Lindsay Ariadna Concha-Mora, MD",Pediatric Infetious Diseases Clinical International Fellow,The Hospital for Sick Children,"Toronto, ON, Canada",1,8,"Lindsay Ariadna Concha-Mora, MD","Abril M. Gutiérrez-Castro, MD; Paola Quintanilla-Urdiales, MD; Rocio Ximena Sandoval-Orozco, n/a; Rubén G. Valadez-Mata, Medical Student; Ian Carlo Pineda-Fierro, Medical Student; Judith Estela Guzman Garcia, n/a; Jessica Guerra-Díaz, Medical Student; Oscar Tamez-Rivera, MD"
1823,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1823,P7.,P7. Pediatric Maternal-child infections,,P-503,Perspectives of Community Health Workers on the Rise of Congenital Syphilis,"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"John M. Flores, MD, MS",Adult & Pediatric Infectious Diseases Physician,Cook County Health / University of Chicago,"Chicago, IL, United States",1,8,"John M. Flores, MD, MS","Nikki Kasal, BA (she/her/hers); Alicia Dawdani, BS; Caroline Montag, BA; Declan Quinn, BS; Josie Majowka, Undergraduate Student; Kaitlyn Gomez, Undergraduate Student; Lilly Cheng-Immergluck, MD, MS; John Schneider, MD, MPH"
1824,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1824,P7.,P7. Pediatric Maternal-child infections,,P-502,"Neonatal Listeriosis in Israel 2012-2022, Clinical presentation and Outcome.","Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Galia Grisaru, MD",Head of pediatric infectious disease unit,Tel Aviv Sourasky Medical Center,"Tel Aviv, Tel Aviv, Israel",1,15,"Galia Grisaru, MD","Tamar Gal Tzur Yron, MD; Nadav Michaan, MD; Maskit Bar-Meir, MD; Liat Ashkenazi, MD; Michal Stein, MD; Rima Melamed, MD; Ronni Gur Lavy, MD; Shadia Hassan, MD; Shelly Lipman, MD; Rachel Steuerman, MD; Daniel Glikman, MD; Dina Averbuch, MD; Alex Guri, MD; Diana Tasher, MD (she/her/hers); Tal Brosh, MD"
1825,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1825,P7.,P7. Pediatric Maternal-child infections,,P-501,Implementation of an Active Congenital Cytomegalovirus Screening Program in a Large Pediatric Hospital System. Key Findings and Lessons Learned,"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Frank Esper, MD (he/him/his)",Staff Physician,Cleveland Clinic Children's,"Cleveland, OH, United States",1,10,"Frank Esper, MD (he/him/his)","Lisa McBride, RN BSN VA-BC; Patrick Burke, MPH CIC; Carmen Jamis, Aud; Anirudha Das, MD; Hany Aly, MD; Samantha Anne, MD; Colleen C. Schelzig, MD; Stephanie Jennings, MD; Daniel D. Rhoads, MD; Hannah Wang, MD"
1826,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1826,P7.,P7. Pediatric Maternal-child infections,,P-500,Impact of Antenatal Biologic Therapy on Infant Infection Risk and Vaccination Adherence: A National Cohort Study,"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Dana Danino, Dr. MD (she/her/hers)",Senior physician /Clinical researcher,"Soroka University Medical Center, Pediatric Infectious Disease Unit","Beer Sheva, HaDarom, Israel",1,4,"Dana Danino, Dr. MD (she/her/hers)","Yoav Kalron, Dr. MD; Guy Hazan, Dr. MD; David Greenberg, Professor MD; Ilan Youngster, MD, MMSc"
1827,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1827,P7.,P7. Pediatric Maternal-child infections,,P-499,Evaluation for congenital syphilis at a single center in Utah from 2014-2023,"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Brent D. Nelson, DO",Fellow,University of Utah,"Salt Lake City, UT, United States",1,2,"Brent D. Nelson, DO","Sonia Mehra, MBBS MCSI (she/her/hers); Shelley M. Lawerence, MD, MS"
1828,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1828,P6.,P6. Pediatric HIV,,P-498,Evaluating DoxyPEP's Role in Reducing Sexually Transmitted Infections among HIV Patients: A Two-Year Study at the HEAT Clinic,"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Wefag Ahmed, MD,MRCPCH,MPH",fellow,SUNY Downstate Health Sciences University,"peroria, IL, United States",1,2,"Wefag Ahmed, MD,MRCPCH,MPH","Rachelle Thompson, n/a; Sara Abdelrahaman, n/a"
1829,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1829,P6.,P6. Pediatric HIV,,P-497,Iron Supplementation in Pediatric HIV: a Systematic Review and Meta-Analysis Balancing Nutritional Benefits and Infection Progression,"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,Sophia Costa (she/her/hers),MD,Jose Lucas Municipal Hospital,"Belo Horizonte, Minas Gerais, Brazil",1,6,Sophia Costa (she/her/hers),"Leticia R. Campos, Medical Student; Gisella Carpi, Medical Doctor; Thiago Netto, MD; Jose Luis Boene, MD (he/him/his); Oscar Hernández Rios, MD; Taniela M. Bes, MD, PhD (she/her/hers)"
1830,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1830,P6.,P6. Pediatric HIV,,P-496,Adolescent Provider Perspectives on Sexual Health Screening and Preventive Care,"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Nicholas Venturelli, MD, MPH (he/him/his)",Clinical Fellow,Boston Children's Hospital,"Boston, MA, United States",1,2,"Nicholas Venturelli, MD, MPH (he/him/his)","Douglas Krakower, MD (he/him/his); Carly Guss, MD, MPH (she/her/hers)"
1831,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1831,P6.,P6. Pediatric HIV,,P-495,Assessing Growth and Neurodevelopment in HIV-Exposed Uninfected Children: A Ghanaian Case-Control Study,"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Narteki Gyapong-Osei, MBCHB, MWACP, FWACP(Paed) (she/her/hers)",Specialist Pediatrician in charge of Infectious Disease clinic and Paediatric Emmergency Unit,37 Military Hospital,"Accra, Greater Accra, Ghana",1,8,"Narteki Gyapong-Osei, MBCHB, MWACP, FWACP(Paed) (she/her/hers)","Roberta Tagoe, BSc Nursing; Irene A. Kumi, MSc Public Health; Gabrielle Obeng-Koranteng, MBCHB, MWACP,; Thaddeus Ohene Peprah, MBCHB, MWACP,; Emmanuel P. Abbeyquaye, MBCHB, MWACP, FGCP(Paed),FWACP(Paed); Marilyn Marbell-Wilson, MBCHB, MWACP,MSc Psychology, Fellow in Neurodevelopmantal Paediatrics; Christiana A.T.M Osei-Yeboah, MBCHB, MWACP,MPH, FGCP(Paed),FWACP(Paed); Anthony Enimil, MD, FWACP(Paed)"
1832,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1832,P6.,P6. Pediatric HIV,,P-494,Machine learning  for detection of Rising Trends in Perinatal HIV Transmission Risk: A five-Year Analysis with a 2024 Surge,"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Morouge M. Alramadhan, MD",Assistant professor,University of texas Health and science at Houston,"Houston, TX, United States",1,5,"Morouge M. Alramadhan, MD","Gilhen Rodriguez, MD; Hassan S. Al Khatib, PhD; Perez Norma, DO; James Murphy, PhD; Gloria P. Heresi, MD; MS"
