session_id,source_url,primary_track,all_tracks,track_count,session_type,session_number,session_title,full_title,date,time,timezone,location,cme_hours,moc_hours,cne_hours,acpe_hours,acpe_number,pace_hours,ce_broker_hours,primary_speaker_name,primary_speaker_title,primary_speaker_department,primary_speaker_institution,primary_speaker_location,total_speakers,all_speakers,disclosure_count,disclosures,presentation_count,presentation_titles,presentation_times,presentation_speakers
823,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=823,,,0,Oral Abstract,,248 - Resistance Mechanisms and Epidemiology,248 - Resistance Mechanisms and Epidemiology,"Wednesday, October 22, 2025",1:45 PM - 3:00 PM,,B213-B214,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Boudewijn DeJonge, PhD",Director Microbiology,,Shionogi Inc.,"Florham Park, NJ, United States",7,"Boudewijn DeJonge, PhD; Sean T. Nguyen, PharmD; Joshua Maher, PhD; Rodrigo Mendes, PhD (he/him/his); Christopher Longshaw, PhD; Hidenori Yamashiro; Yoshinori Yamano, PhD (he/him/his)",0,,5,"Carbapenem-resistant Enterobacterales surveillance and increase in New Delhi Metallo-β-lactamase producing CRE–New York City, 2019–2024 | Characterizing a Sulbactam-Durlobactam Challenge Set of Acinetobacter baumannii Surveillance Isolates with Rapid Genotypic Testing (Carba-R) and Whole Genome Sequencing | Investigating the Molecular Epidemiology of Extended-Spectrum β-Lactamase Producing Enterobacterales Among Patients Admitted to the Intensive Care Unit | Protective Role of Outer Membrane Vesicles Released by Carbapenemase-Producing Klebsiella pneumoniae Clinical Isolates Against Carbapenems and Cefiderocol | Sedation-Driven Variability in Antibiotic Response of Stenotrophomonas maltophilia",1:45 PM - 1:57 PM | 2:09 PM - 2:21 PM | 2:21 PM - 2:33 PM | 2:33 PM - 2:45 PM | 2:45 PM - 2:57 PM,"Katelynn Devinney, MPH | Tomefa E. Asempa, PharmD | Sima L. Sharara, MD | Ana M. González, n/a | Elizabeth May, B.S., PharmD candidate"
824,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=824,,,0,Oral Abstract,,245 - Epi in Action: Data-Driven Approaches to Infectious Diseases,245 - Epi in Action: Data-Driven Approaches to Infectious Diseases,"Wednesday, October 22, 2025",1:45 PM - 3:00 PM,,B207-B208,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Paul Mitchell, MD (he/him/his)",Pediatric Infectious Diseases Fellow,Department of Pediatrics,Children's Hospital Colorado,"Aurora, CO, United States",6,"Paul Mitchell, MD (he/him/his); Rachel Schade, MPH; Jessica Cataldi, MD (she/her/hers); Carl Amon, PhD; James Todd, MD; Edwin Asturias, MD",0,,5,"Epidemiology of three vaccine-preventable infectious diseases within United States immigration detention centers, 2019 through 2023 | Patient Demographics and Isolate Characteristics for Candida auris Cases — New York City, 2016–2024 | Predicting Hospitalizations for Influenza, Respiratory Syncytial Virus, and COVID-19 Using Wastewater Surveillance: A Causal Analysis | Evaluation of the Burden of Injection Drug Use-Related Infections in Tennessee | Mpox Vaccine Uptake among Black Sexual Minority Men",1:45 PM - 1:57 PM | 2:09 PM - 2:21 PM | 2:21 PM - 2:33 PM | 2:33 PM - 2:45 PM | 2:45 PM - 2:57 PM,"Ribhav Gupta, MD, MSc | Michelle E. Chang, MD (she/her/hers) | Maria Akiki, MD (she/her/hers) | Emily Moore, MD | Samuel Opara, MBBS, MPH (he/him/his)"
825,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=825,,,0,Oral Abstract,,251 - Transmission Interrupted: New Approaches to STI Care,251 - Transmission Interrupted: New Approaches to STI Care,"Wednesday, October 22, 2025",1:45 PM - 3:00 PM,,B211-B212,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Samuel Opara, MBBS, MPH (he/him/his)",Assistant Professor,Infectious Diseases Division,Emory University,"Atlanta, GA, United States",14,"Samuel Opara, MBBS, MPH (he/him/his); Sabriya Linton, PhD, MPH; McKinsey Bullock, Jr., BS; Srija Dutta, MPH; Antonio Newman, Jr., MBA; Marcus Reed, MPH; Daniel Alohan, MPH; Nata Assad, MPH; Leslie Carson, MPH, MSW; Kamini Doraivelu, MPH; Kyle Moon, BS; Tsedenia Tewodros, MPH; Brian Weir, PhD, MHS, MPH; Sophia Hussen, MD, MPH",1,\1: No financial relationships to disclose.,5,"mRNA-1608, an mRNA-Based Therapeutic Genital Herpes Vaccine Candidate: Interim Safety, Immunogenicity and Clinical Endpoint Results from a Phase 1/2, Randomized, Observer-Blind, Controlled, Dose-Ranging Trial | The Complete Story: Packaged Testing and the Gaps in Sexually Transmitted Infection Screening | Disparities in Screening and Test Positivity for Chlamydia and Gonorrhea Among Adolescent and Young Adult Women in a Massachusetts Integrated Healthcare System, 2016–2024 | Expedited Partner Therapy Following Gonorrhea/Chlamydia Infection Among Sexual Minority Men in Peru: A Randomized Controlled Trial | Subgroup Analyses of Microbiological Cure Rates by Baseline Zoliflodacin MIC and Susceptibility to Ciprofloxacin in Participants from the Global Zoliflodacin Phase 3 Randomized Controlled Trial",1:57 PM - 2:09 PM | 2:09 PM - 2:21 PM | 2:21 PM - 2:33 PM | 2:33 PM - 2:45 PM | 2:45 PM - 2:57 PM,"Anna Wald, MD, MPH | Tri Pham, MD MPH | Sarah Naz-McLean, MSc | Jesse Clark | Sarah McLeod, PhD (she/her/hers)"
826,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=826,,,0,Oral Abstract,,250 - The Many Faces of MDRO,250 - The Many Faces of MDRO,"Wednesday, October 22, 2025",1:45 PM - 3:00 PM,,B203,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Maya Polashenski, MD",,,Rochester Regional Health,"Rochester, New York, United States",10,"Maya Polashenski, MD; Francois Lebreton, PhD; Jason Bennett, MD; Moein Mozafari, MD; Jennifer West, RN, BSN (she/her/hers); Jason Stam, BS; Robert Pence, BS; Yoon Kwak, MS; Patrick McGann, PhD; Emil Lesho, DO",0,,5,Mortality Impact of Carbapenem-Resistant Acinetobacter baumannii (CRAB) Colonization and Infection: A Retrospective Cohort Study | Effect of Liberalized Daptomycin and Linezolid Use on Resistance in Staphylococcus and Enterococcus Isolates | Broader Empiric Therapy or Rapid Diagnostics for Hospital-onset Sepsis? A Retrospective Cohort Study of Antibiotic Resistance Prevalence and Empiric Antibiotic Adequacy | Playing Keep Away—The Practice of Contact Precautions for Multidrug-Resistant Organisms (MDRO): A Survey of the Society for Healthcare Epidemiology of America (SHEA) Research Network and Affiliated US-based Hospitals | evaluation of Carbapenemas-producing enterobacterales (CPE) clearance protocol in A secondary hospital in Israel,1:57 PM - 2:09 PM | 2:09 PM - 2:21 PM | 2:21 PM - 2:33 PM | 2:33 PM - 2:45 PM | 2:45 PM - 2:57 PM,"Regev Cohen, M.D. | Blake A. Jennewein, PharmD | Morgan Walker, MD | KC Coffey, MD, MPH | Pnina Shitrit, MD (she/her/hers)"
827,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=827,,,0,Oral Abstract,,248 - Resistance Mechanisms and Epidemiology,248 - Resistance Mechanisms and Epidemiology,"Wednesday, October 22, 2025",1:45 PM - 3:00 PM,,B213-B214,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Katelynn Devinney, MPH",Lead Informatics Analyst,Bureau of Communicable Disease,NYC Department of Health and Mental Hygiene,"Queens, New York, United States",15,"Katelynn Devinney, MPH; William Greendyke, MD; Karen Alroy, DVM MPH DACVPM; Nicole Burton, PhD, MPH; Addie Crawley, MPH; Cherry-Ann Da Costa-Carter, MSc, MPH, MLS (AMT); Molly Kratz, MPH; Ying Lin, PhD; Tristan McPherson, MD (he/him/his); Jorge Montfort Gardeazabal, PhD; Thomas Portier, MPH; Celina Santiago, MPH (she/her/hers); Ulrike Siemetzki-Kapoor, PhD; Matthew Sullivan, MLS (ASCP)CM; Rain Wiegartner, MS",0,,5,β-lactam-β-lactamase Inhibitor Combinations Show a High Degree of Cross Resistance in Gram-negative Bacteria But Not to Cefiderocol; Results from the SENTRY Antimicrobial Surveillance Program (2020-2024) | Characterizing a Sulbactam-Durlobactam Challenge Set of Acinetobacter baumannii Surveillance Isolates with Rapid Genotypic Testing (Carba-R) and Whole Genome Sequencing | Investigating the Molecular Epidemiology of Extended-Spectrum β-Lactamase Producing Enterobacterales Among Patients Admitted to the Intensive Care Unit | Protective Role of Outer Membrane Vesicles Released by Carbapenemase-Producing Klebsiella pneumoniae Clinical Isolates Against Carbapenems and Cefiderocol | Sedation-Driven Variability in Antibiotic Response of Stenotrophomonas maltophilia,1:57 PM - 2:09 PM | 2:09 PM - 2:21 PM | 2:21 PM - 2:33 PM | 2:33 PM - 2:45 PM | 2:45 PM - 2:57 PM,"Boudewijn L. DeJonge, PhD | Tomefa E. Asempa, PharmD | Sima L. Sharara, MD | Ana M. González, n/a | Elizabeth May, B.S., PharmD candidate"
828,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=828,,,0,Oral Abstract,,245 - Epi in Action: Data-Driven Approaches to Infectious Diseases,245 - Epi in Action: Data-Driven Approaches to Infectious Diseases,"Wednesday, October 22, 2025",1:45 PM - 3:00 PM,,B207-B208,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Ribhav Gupta, MD, MSc",Resident Physician,,Stanford University,"Stanford, CA, United States",4,"Ribhav Gupta, MD, MSc; Dean Winslow, MD; Ronit Gupta, MSc; Sten Vermund, MD, PhD",1,\1: No financial relationships to disclose.,5,"Utilizing Susceptible-Infected-Recovered (SIR) Modeling in Colorado Schools and Childcare Facilities to Identify Schools Most Susceptible to Measles Outbreaks | Patient Demographics and Isolate Characteristics for Candida auris Cases — New York City, 2016–2024 | Predicting Hospitalizations for Influenza, Respiratory Syncytial Virus, and COVID-19 Using Wastewater Surveillance: A Causal Analysis | Evaluation of the Burden of Injection Drug Use-Related Infections in Tennessee | Mpox Vaccine Uptake among Black Sexual Minority Men",1:57 PM - 2:09 PM | 2:09 PM - 2:21 PM | 2:21 PM - 2:33 PM | 2:33 PM - 2:45 PM | 2:45 PM - 2:57 PM,"Paul G. Mitchell, MD (he/him/his) | Michelle E. Chang, MD (she/her/hers) | Maria Akiki, MD (she/her/hers) | Emily Moore, MD | Samuel Opara, MBBS, MPH (he/him/his)"
829,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=829,,,0,Oral Abstract,,206 - No One Size Fits All: Antimicrobial Stewardship in Special Populations,206 - No One Size Fits All: Antimicrobial Stewardship in Special Populations,"Wednesday, October 22, 2025",10:30 AM - 11:45 AM,,B213-B214,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Erika Orner, PhD",Clinical Microbiologist,,Montefiore Medical Center,"Bronx, New York, United States",8,"Erika Orner, PhD; Christopher Vo, MD; Jared Coe, MD; Phyu Thwe, PhD; Wendy Szymczak, PhD; Rodney Wright, MD; Mei Chang, PharmD, BCCCP, BCIDP (she/her/hers); Inessa Gendlina, MD, PhD",1,\1: No financial relationships to disclose.,4,Estimating Antibiotic Resistance Following Antibiotic Treatment in Outpatients: a Retrospective Study | Using a novel Anaerobic Activity Index to assess risk for poor outcomes in burn patients in a burn intensive care unit | Effects of an Intervention to Improve Antibiotic Use in Dental Clinics Associated with an Academic Safety Net Institution | Evaluation of BioFire FilmArray® Pneumonia PCR Multiplex Panel Testing in Routine Outpatient Surveillance Bronchoscopies After Lung Transplant,10:30 AM - 10:45 AM | 10:45 AM - 11:00 AM | 11:00 AM - 11:15 AM | 11:15 AM - 11:30 AM,"Dor Atias, MD | Natalie A. Mackow, MD MSCR (she/her/hers) | Katherine C. Shihadeh, PharmD | Neeraja Swaminthan, MD"
830,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=830,,,0,Oral Abstract,,209 - Real World/Road Rules Challenge: Implementation of Long-Acting ART,209 - Real World/Road Rules Challenge: Implementation of Long-Acting ART,"Wednesday, October 22, 2025",10:30 AM - 11:45 AM,,B203,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Megan Dieterich, MPH, MMSc, PA-C",,,Whitman-Walker Institute,"Washington DC, District of Columbia, United States",12,"Megan Dieterich, MPH, MMSc, PA-C; Rupa Patel; Maria Rybicki-Newman, PhD; Keyerra Richardson, MPH; Eleanor Sarkodie, MPH; Janelle Schrag, MPH; Robert Bangert, LICSW; Chris Kubaska, BA; Lauren Brittingham, BA; Meghan Davies, MPH; Namrata Shah, MD; H. Jonathon Rendina, PhD",0,,5,Insurance Changes Are Common and Associated with Delayed Cabotegravir Plus Rilpivirine Injections | Discontinuation of Cabotegravir for PrEP: Challenges and Opportunities | Human Immunodeficiency Virus (HIV) Testing and Evidence of HIV among Real-World Long-Acting Pre-Exposure Prophylaxis (PrEP) Users in a United States Claims Database: Results from the PrEPFACTS Study | PREFER-LA: Improved Adherence and Viral Control in Real-World Study of People with HIV (PWH) in the United States with Adherence Challenges on Oral Antiretroviral Therapy (ART) Switching to Cabotegravir + Rilpivirine Long-Acting (CAB+RPV LA) | Community-based PrEP delivery in urban US settings: the first US mobile retail pharmacy,10:30 AM - 10:42 AM | 10:42 AM - 10:54 AM | 10:54 AM - 11:06 AM | 11:06 AM - 11:18 AM | 11:18 AM - 11:30 AM,"Jennifer M. Davis, MD (she/her/hers) | Alexander Kaplan, MD (he/him/his) | Aimee A. Metzner, PharmD, AAHIVP (she/her/hers) | William R. Short, MD (he/him/his) | Sheela Shenoi, MD MPH (she/her/hers)"
831,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=831,,,0,Oral Abstract,,208 - PK/PD,208 - PK/PD,"Wednesday, October 22, 2025",10:30 AM - 11:45 AM,,B211-B212,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,Sean Avedissian,"Duarte, CA",,,,15,"Sean Avedissian; Ali Dunbar, PhD; Robert Parker, Pharm.D.; Steven Laizure, PharmD; Ryan Coyle, BS; Mary Morrow, MS; Samantha MaWhinney, ScD; Lane Bushman, BChem; Lucas Ellison, B.S.; Jia-Hua Zheng, BS; Subhi Al-Zuabi, MD, BS; Kristina Brooks, PharmD; Ukamaka Modebelu, MS (she/her/hers); Jose Castillo-Mancilla, MD; Peter Anderson, PharmD",0,,5,Optimization of Voriconazole Target Trough Attainment via Utilization of Therapeutic Drug Monitoring | Therapeutic Drug Monitoring of Extended Infusion Ceftazidime-Avibactam-Aztreonam (CAZ-AVI-AZT) in Critically Ill Patients with Multidrug-Resistant (MDR) Gram-Negative Infections | Comparative Analysis of Cefazolin Target Attainment in Methicillin-Susceptible Staphylococcus aureus (MSSA) Isolates With and Without the Cefazolin Inoculum Effect (CzIE) | Identification of Ampicillin and Vancomycin In Vitro Susceptibility Test Interpretive Criteria for Enterococcus faecalis and Enterococcus faecium | Pharmacokinetic-Pharmacodynamic (PK-PD) Target Attainment Analyses to Support Ceftobiprole Continuous Infusion Dosing Regimens for Patients with Staphylococcus aureus Bacteremia (SAB),10:30 AM - 10:42 AM | 10:42 AM - 10:54 AM | 10:54 AM - 11:06 AM | 11:06 AM - 11:18 AM | 11:18 AM - 11:30 AM,"Donna Wesslen, PharmD (she/her/hers) | Anas Hakkim, M Pharm (he/him/his) | Barbara A. Santevecchi, PharmD, BCPS, BCIDP | Sujata M. Bhavnani, PharmD; MS; FIDSA | Sujata M. Bhavnani, PharmD; MS; FIDSA"
832,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=832,,,0,Oral Abstract,,207 - Pediatric Respiratory Virus Vaccines,207 - Pediatric Respiratory Virus Vaccines,"Wednesday, October 22, 2025",10:30 AM - 11:45 AM,,B207-B208,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Kathryn Lang, MD, PhD (she/her/hers)",RWD and Research Lead,,VaxCare,"San Marcos, CA, United States",9,"Kathryn Lang, MD, PhD (she/her/hers); David Alfego, PhD; Min Kyung Lee, PhD; Laura Gillim, PhD (she/her/hers); Charles Walworth, MD (he/him/his); Suzanne Dale, PhD; Colm Smart, MBA; Ruth Carrico, PhD, DNP, APRN; Payman Ghasemi, PhD",0,,5,"Efficacy and Safety of Retavibart, a Long-acting Monoclonal Antibody, for the Prevention of Respiratory Syncytial Virus-Induced Lower Respiratory Tract Infection: A Phase 2b Trial in Infants Entering Their First Epidemic Season | Reduction of RSV-associated hospitalization rates during the 2024-2025 RSV Season among infants <6 months of age. | Maternal RSV Vaccine and Nirsevimab Effectiveness against Medically Attended RSV Disease in Infants, United States | Safety  and Immunogenicity of mRNA-1273.815 in COVID-19 Vaccine-Naïve Children 2 Through 4 Years of Age: Results From a Phase 3, Open-Label Trial | Nirsevimab effectiveness in infants against respiratory syncytial virus (RSV) lower respiratory tract disease (LRTD) and related healthcare utilization",10:30 AM - 10:42 AM | 10:42 AM - 10:54 AM | 10:54 AM - 11:06 AM | 11:06 AM - 11:18 AM | 11:18 AM - 11:30 AM,"Yanyan Li, MD | Ayzsa Tannis, MPH | Fatimah S. Dawood, MD | Avika Dixit, MBBS | Amber Hsiao, MPH"
833,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=833,,,0,Oral Abstract,,209 - Real World/Road Rules Challenge: Implementation of Long-Acting ART,209 - Real World/Road Rules Challenge: Implementation of Long-Acting ART,"Wednesday, October 22, 2025",10:30 AM - 11:45 AM,,B203,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Sheela Shenoi, MD MPH (she/her/hers)",Associate Professor of Medicine,,Yale University,"New Haven, CT, United States",7,"Sheela Shenoi, MD MPH (she/her/hers); Angela Di Paola, PhD; Adati Tarfa, PharmD, PhD (she/her/hers); Cynthia Frank, PhD, RN; Alysse Schultheis, MA; Ralph Brooks, MS; Sandra Springer, MD",1,"\1: Merck and Company, Inc.: My spouse worked for Merck 1997-2007 and retains stock in his retirement account. There is no conflict of interest, but included for full disclosure.",5,"Insurance Changes Are Common and Associated with Delayed Cabotegravir Plus Rilpivirine Injections | Discontinuation of Cabotegravir for PrEP: Challenges and Opportunities | Human Immunodeficiency Virus (HIV) Testing and Evidence of HIV among Real-World Long-Acting Pre-Exposure Prophylaxis (PrEP) Users in a United States Claims Database: Results from the PrEPFACTS Study | PREFER-LA: Improved Adherence and Viral Control in Real-World Study of People with HIV (PWH) in the United States with Adherence Challenges on Oral Antiretroviral Therapy (ART) Switching to Cabotegravir + Rilpivirine Long-Acting (CAB+RPV LA) | Acceptability, Feasibility and Appropriateness of the Mobile Outreach Retention and Engagement (MORE) Program and Home Long-Acting Cabotegravir/Rilpivirine (CAB+RPV LA) Injections for People with HIV (PWH) Experiencing Adherence Challenges at Whitman-Walker Health in Washington D.C.",10:30 AM - 10:42 AM | 10:42 AM - 10:54 AM | 10:54 AM - 11:06 AM | 11:06 AM - 11:18 AM | 11:30 AM - 11:43 AM,"Jennifer M. Davis, MD (she/her/hers) | Alexander Kaplan, MD (he/him/his) | Aimee A. Metzner, PharmD, AAHIVP (she/her/hers) | William R. Short, MD (he/him/his) | Megan Dieterich, MPH, MMSc, PA-C"
834,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=834,,,0,Oral Abstract,,208 - PK/PD,208 - PK/PD,"Wednesday, October 22, 2025",10:30 AM - 11:45 AM,,B211-B212,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Sujata Bhavnani, PharmD; MS; FIDSA",Executive Vice President,,Institute for Clinical Pharmacodynamics,"Schenectady, New York, United States",9,"Sujata Bhavnani, PharmD; MS; FIDSA; Jeffrey Hammel, MS; Christopher Rubino, PharmD; Karine Litherland, Ph.D.; Kristie Zappas, PharmD; Mark Jones, PhD; Tony Hodges, M.D., FACP, FCCP; Marc Engelhardt, MD (he/him/his); Rolf Wagenaar, MS",0,,5,Optimization of Voriconazole Target Trough Attainment via Utilization of Therapeutic Drug Monitoring | Therapeutic Drug Monitoring of Extended Infusion Ceftazidime-Avibactam-Aztreonam (CAZ-AVI-AZT) in Critically Ill Patients with Multidrug-Resistant (MDR) Gram-Negative Infections | Comparative Analysis of Cefazolin Target Attainment in Methicillin-Susceptible Staphylococcus aureus (MSSA) Isolates With and Without the Cefazolin Inoculum Effect (CzIE) | Identification of Ampicillin and Vancomycin In Vitro Susceptibility Test Interpretive Criteria for Enterococcus faecalis and Enterococcus faecium | Effects of alcohol use on tenofovir alafenamide metabolites among persons with HIV: Implications from a pharmacokinetic model,10:30 AM - 10:42 AM | 10:42 AM - 10:54 AM | 10:54 AM - 11:06 AM | 11:06 AM - 11:18 AM | 11:30 AM - 11:43 AM,"Donna Wesslen, PharmD (she/her/hers) | Anas Hakkim, M Pharm (he/him/his) | Barbara A. Santevecchi, PharmD, BCPS, BCIDP | Sujata M. Bhavnani, PharmD; MS; FIDSA | Sean Avedissian"
