presenting_author_details,presenting_author_name,co_authors,poster_id,url,error
"MD;Infectious Diseases Department, Hedi Chaker University Hospital, University of Sfax, Tunisia;Sfax, Sfax, Tunisia","Fatma Hammami, MD","[{'name': 'Khaoula Rekik, MD', 'details': 'MD;Infectious Diseases Department, Hedi Chaker University Hospital, University of Sfax, Tunisia;Sfax, Sfax, Tunisia'}, {'name': 'Fatma Smaoui, MD', 'details': 'MD;Infectious Diseases Department, Hedi Chaker University Hospital, University of Sfax, Tunisia;Sfax, Sfax, Tunisia'}, {'name': 'Amal Chakroun, MD', 'details': 'MD;Infectious Diseases Department, Hedi Chaker University Hospital, University of Sfax, Tunisia;Sfax, Sfax, Tunisia'}, {'name': 'Chakib Marrakchi, MD', 'details': 'MD;Infectious Diseases Department, Hedi Chaker University Hospital, University of Sfax, Tunisia;Sfax, Sfax, Tunisia'}, {'name': 'Makram Koubaa, MD', 'details': 'Infectious Diseases Department, Hedi Chaker University Hospital, University of Sfax, Tunisia;Sfax, Sfax, Tunisia'}, {'name': 'Mounir Ben Jemaa, MD', 'details': 'MD;Infectious Diseases Department, Hedi Chaker University Hospital, University of Sfax, Tunisia;Sfax, Sfax, Tunisia'}]",692497,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=2240,
"Epidemiologist;U.S. Centers for Disease Control and Prevention;Atlanta, Georgia, United States","Kelly A. Jackson, MPH (she/her/hers)","[{'name': 'Rebecca Byram, MPH', 'details': 'Division of Healthcare Quality Promotion, Centers for Disease Control and Prevention (CDC); Chenega Enterprise Systems and Solutions;Atlanta, Georgia, United States'}, {'name': 'Christopher A. Czaja, MD, DrPH', 'details': 'Colorado Department of Public Health and Environment;Denver, Colorado, United States'}, {'name': 'Helen Johnston, MPH', 'details': 'Emerging Infections Unit Manager;Colorado Department of Public Health;Denver, Colorado, United States'}, {'name': 'Kelsey T. Orten, MPH', 'details': 'Fungal/Mycobacterial Infections Epidemiologist;Colorado Department of Public Health and Environment;Littleton, Colorado, United States'}, {'name': 'Ruth Lynfield, MD (she/her/hers)', 'details': 'State Epidemiologist and Medical Director;Minnesota Department of Health;St. Paul, MN, United States'}, {'name': 'Nathan Centurion, MPH', 'details': 'Epidemiologist;Minnesota Department of Health;Saint Paul, Minnesota, United States'}, {'name': 'Laura Tourdot, MPH', 'details': 'Minnesota Department of Health;St. Paul, Minnesota, United States'}, {'name': 'Paula Snippes Vagnone, MT(ASCP)', 'details': 'Microbiologist;Minnesota Department of Health Laboratory;St. Paul, MN, United States'}, {'name': 'Ghinwa Dumyati, MD', 'details': 'Professor;New York Emerging Infections Program and University of Rochester Medical Center;Rochester, New York, United States'}, {'name': 'christopher J. Myers, MS, Infectious diseases (he/him/his)', 'details': 'Epidemiologist III;University of Rochester;Rochester, New York, United States'}, {'name': ""Shannon C. O'Brien, MD, MPH"", 'details': 'Oregon Health Authority;Portland, Oregon, United States'}, {'name': 'Adel M. Mansour, MD/MS', 'details': 'Epidemiologist;Oregon Health Authority;Wilsonville, Oregon, United States'}, {'name': 'D. Rebecca Prevots, PhD', 'details': 'Head, Epidemiology Unit, Laboratory of Clinical Immunology and Microbiology, Division of Intramural Research;National Institute of Allergy and Infectious Diseases;Bethesda, MD, United States'}, {'name': 'Kevin L. Winthrop, MD, MPH', 'details': 'Professor, Infectious Diseases, Ophthalmology \nProfessor, Public Health and Preventive Medicine;OHSU-PSU School of Public Health;Portland, Oregon, United States'}, {'name': 'Nadege Charles Toney, MS', 'details': 'Division of Healthcare Quality Promotion, Centers for Disease Control and Prevention;Atlanta, Georgia, United States'}, {'name': 'Shelley Magill, MD, PhD (she/her/hers)', 'details': 'Deputy Chief for Science, Epidemiology Research and Innovations Branch;Centers for Disease Control and Prevention;Atlanta, GA, United States'}, {'name': 'Isaac See, MD', 'details': 'Medical Officer;U.S. Centers for Disease Control and Prevention;Atlanta, Georgia, United States'}]",689830,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=2241,
"Assistant Professor;Children's Hospital Los Angeles;Los Angeles, California, United States","Joy E. Gibson, MD, PhD","[{'name': 'Christopher I. Youssef, n/a', 'details': ""Research Assistant;Children's Hospital Los Angeles;Rancho Palos Verdes, California, United States""}, {'name': 'Michael N. Neely, MD', 'details': 'Pediatric Infectious Diseases;The Saban Research Institute, Children’s Hospital Los Angeles, University of Southern California, Los Angeles, CA, USA;Los Angeles, California, United States'}]",694979,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=2242,
"Emory University;Atlanta, Georgia, United States","Joanne Wu, MSPH","[{'name': 'Peter Cegielski, MD, MPH', 'details': 'Senior Scientist;Rollins School of Public Health Emory University;Atlanta, Georgia, United States'}]",695262,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=2243,
"Vice President;Fluxus, Inc.;Sunnyvale, California, United States","Johanna Sandlund, MD, PhD","[{'name': 'Cathy Le, BS', 'details': 'Fluxus, Inc.;Sunnyvale, California, United States'}, {'name': 'Tiffany Truong, MS', 'details': 'Fluxus, Inc.;Sunnyvale, California, United States'}, {'name': 'Gipshu Dave, MS', 'details': 'Fluxus, Inc.;Sunnyvale, California, United States'}, {'name': 'Justin Nguyen, BS', 'details': 'Fluxus, Inc.;Sunnyvale, California, United States'}, {'name': 'Phuong-Uyen Tran, BS', 'details': 'Fluxus, Inc.;Sunnyvale, California, United States'}, {'name': 'Harisha Ramachandraiah, PhD', 'details': 'Foundation for New Innovative Diagnostics;Geneva, Geneve, Switzerland'}, {'name': 'Niamh Nolan, MS', 'details': 'Fluxus, Inc.;Sunnyvale, California, United States'}, {'name': 'Renee Tobias, MS', 'details': 'Fluxus, Inc.;Sunnyvale, California, United States'}, {'name': 'Valerie Brachet, PhD', 'details': 'Fluxus, Inc.;Sunnyvale, California, United States'}, {'name': 'Frank Zaugg, PhD', 'details': 'Fluxus, Inc.;Sunnyvale, California, United States'}, {'name': 'Peter Wagner, PhD', 'details': 'Fluxus, Inc.;Sunnyvale, California, United States'}, {'name': 'Johanna Sandlund, MD, PhD', 'details': 'Vice President;Fluxus, Inc.;Sunnyvale, California, United States'}]",695114,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=2244,
"Resident;NYU Langone Health;New York, New York, United States","Julia R. Fink, MD, MPH (she/her/hers)","[{'name': 'Zinnia Dong, B.S.', 'details': 'Immigrant Health Program Associate;North East Medical Services;San Francisco, California, United States'}, {'name': 'Matthew Murrill, MD, PhD', 'details': 'Assistant Professor;University of California, San Francisco;San Francisco, California, United States'}, {'name': 'Robert J. Wong, MD, MS', 'details': 'CLINICAL ASSOCIATE PROFESSOR (AFFILIATED),;Stanford Medicine;Stanford, California, United States'}, {'name': 'Amit S. Chitnis, MD, MPH', 'details': 'Alameda County Public Health Department;San Leandro, California, United States'}, {'name': 'Devan Jaganath, MD, MPH', 'details': 'Assistant Professor of Pediatrics;University of California, San Francisco;San Francisco, California, United States'}, {'name': 'Amy S. Tang, MD', 'details': 'Director of Immigrant Health;North East Medical Services;San Francisco, California, United States'}]",695332,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=2245,
"fellow;Tokyo University Hospital;Bunkyo-ku, Tokyo, Japan","Keiko Soneda, MD.","[{'name': 'Shinya Yamamoto, MD., Ph.D.', 'details': 'Tokyo University Hospital;Bunkyo-ku, Tokyo, Japan'}, {'name': 'Koh Okamoto, M.D., M.S.', 'details': 'Doctor;The University of Tokyo Hospital;Bunkyo, Tokyo, Japan'}, {'name': 'Yoshimi Higurashi, M.A.', 'details': 'The University of Tokyo Hospital;Bunkyo-ku, Tokyo, Japan'}, {'name': 'Kazuhiko Ikeuchi, MD., Ph.D.', 'details': 'Tokyo University Hospital;Bunkyo-ku, Tokyo, Japan'}, {'name': 'Mahoko Ikeda, MD, Ph.D', 'details': 'Tokyo University Hospital;Bunkyo-ku, Tokyo, Japan'}, {'name': 'Shu Okugawa, MD, PhD', 'details': 'The University of Tokyo Hospital;Bunkyo, Tokyo, Japan'}, {'name': 'Mitsuaki Kawashima, MD., Ph.D.', 'details': 'Tokyo University Hospital;Bunkyo-ku, Tokyo, Japan'}, {'name': 'Chihiro Konoeda, MD., Ph.D.', 'details': 'Tokyo University Hospital;Bunkyo-ku, Tokyo, Japan'}, {'name': 'Masaaki Sato, MD., Ph.D.', 'details': 'Tokyo University Hospital;Bunkyo-ku, Tokyo, Japan'}, {'name': 'Takeya Tsutsumi, MD, PhD', 'details': 'The University of Tokyo Hospital;Bunkyo-ku, Tokyo, Japan'}]",695432,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=2246,
"Attending Physician;Massachusetts General Hospital;Boston, Massachusetts, United States","Kristen Hysell, MD (she/her/hers)","[{'name': 'John Albin, MD, PhD', 'details': 'Instructor;Massachusetts General Hospital;Boston, MA, United States'}, {'name': 'Edmund Shen (he/him/his)', 'details': 'Medical Student;Harvard Medical School;Boston, Massachusetts, United States'}, {'name': 'Rocio M. Hurtado, MD, DTM&H', 'details': 'Assistant Professor of Medicine;Massachusetts General Hospital;Boston, Massachusetts, United States'}]",694954,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=2247,
"Fellow;National Taiwan University Hospital;Banciao, New Taipei, Taiwan (Republic of China)","Liang-En Hwang, MD, National Yang-Ming University (he/him/his)","[{'name': 'Aristine Cheng, MBBChir', 'details': 'Physician;National Taiwan University Hospital;Taipei, Taipei, Taiwan (Republic of China)'}, {'name': 'Jung-Yien Chien, Attending physician (Department of Internal Medicine)', 'details': 'National Taiwan University Hospital;Zhongzheng District, Taipei, Taiwan'}]",695439,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=2248,
"Associate researcher;Peking Union Medical College Hospital,;Beijing, Beijing, China","lifan zhang, MD","[{'name': 'Lidan Zhao, doctor of medicine', 'details': 'Peking Union Medical College Hospital (CAMS);Beijing, Beijing, China'}, {'name': 'Yuchen Liu, doctor of medicine', 'details': 'Peking Union Medical College Hospital (CAMS);Beijing, Beijing, China'}, {'name': 'Xiaochun Shi, MD', 'details': 'Peking Union Medical College Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College;Beijing, Beijing, China'}, {'name': 'Xiaoqing liu, Bachelor', 'details': 'Peking Union Medical College Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College;Beijing, Beijing, China'}]",695188,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=2249,
"Internal Medicine Resident (PGY3);Boston University Medical Center;Boston, Massachusetts, United States","Maria F. Martins, MD (she/her/hers)","[{'name': 'Juan M. Teran Plasencia, M.D.', 'details': 'Assistant Professor of Medicine;University of Nebraska Medical Center;Omaha, Nebraska, United States'}, {'name': 'Pranay Sinha, MD', 'details': 'Assistant Professor;Boston University;Boston, Massachusetts, United States'}, {'name': 'Carlos Acuña-Villaorduña, M.D.', 'details': 'Boston University School of Medicine;Boston, Massachusetts, United States'}]",694898,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=2250,
"Fellow;Duke University;Durham, North Carolina, United States","Michael Kiritsy, MD PhD","[{'name': 'Nicholas A. Turner, MD, MHSc', 'details': 'Assistant Professor;Duke University Medical Center;Durham, North Carolina, United States'}, {'name': 'Sofia Zavala, MD, MSc (she/her/hers)', 'details': 'Infectious Diseases Fellow;Duke University Medical Center;Durham, North Carolina, United States'}, {'name': 'Jason E. Stout, MD, MHS', 'details': 'Professor of Medicine;Duke University School of Medicine;Durham, North Carolina, United States'}]",695220,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=2251,
"PhD Student;Case Western Reserve University;Cleveland, Ohio, United States","Mary Nantongo, M.S. (she/her/hers)","[{'name': 'David C. Nguyen, MD', 'details': 'Rush University Medical center;Chicago, Illinois, United States'}, {'name': 'Eunjeong Shin, BPharm., PhD (she/her/hers)', 'details': 'Postdoc;Case Western Reserve University;Lakewood, Ohio, United States'}, {'name': 'Christopher Bethel, MS', 'details': 'Research Assisitant;Louis Stokes Cleveland VA Medical Center;Cleveland, Ohio, United States'}, {'name': 'Magdalena A. Taracila, MS', 'details': 'Research Assistant;Case Western Reserve University;Cleveland, Ohio, United States'}, {'name': 'Khalid M. Dousa, MD', 'details': 'VAMC;Cleveland, Ohio, United States'}, {'name': 'Sebastian G. Kurz, M.D.', 'details': 'Associate professor;University Hospitals of Tuebingen;Tuebingen, Baden-Wurttemberg, Germany'}, {'name': 'Liem Nguyen, PhD', 'details': 'Case Western Reserve University;Cleveland, Ohio, United States'}, {'name': 'Barry N. Kreiswirth, Ph.D.', 'details': 'Professor;Center for Discovery and Innovation, Hakensack Meridian Health;Nutley, New Jersey, United States'}, {'name': 'Wilem Boom, MD', 'details': 'Case Western Reserve University/ University Hospitals Cleveland Medical Center;Cleveland, Ohio, United States'}, {'name': 'Robert A. Bonomo, MD (he/him/his)', 'details': 'Associate Chief of Staff for Academic Affairs;Case Western Reserve University/ Louis Stokes Cleveland VA Medical Center;Cleveland, OH, United States'}]",694936,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=2252,
"Clinical Fellow;Boston Children's Hospital/Harvard Medical School;Boston, Massachusetts, United States","Giordano Sosa Soto, MD (he/him/his)","[{'name': 'Farzana Hossain, MD, MPH', 'details': 'IRD Bangladesh;Dahka, Dhaka, Bangladesh'}, {'name': 'Toufiq Rahman, MBBS, MPH', 'details': 'Stop TB Partnership;Geneva, Geneve, Switzerland'}, {'name': 'Mahfuzur Rahman, MPH', 'details': 'IRD Bangladesh;Dhaka, Dhaka, Bangladesh'}, {'name': 'Suchitra Kulkarni, MPH', 'details': 'Program Manager;Boston Medical Center;Boston, Massachusetts, United States'}, {'name': 'Tapash Roy, Ph.D., MPH', 'details': 'IRD Global, Bangladesh;Dhaka, Dhaka, Bangladesh'}, {'name': 'Amyn Malik, MBBS, MPH, PhD', 'details': 'Assistant Professor;UT Southwestern Medical Center;Dallas, Texas, United States'}, {'name': 'Meredith Brooks, Ph.D.', 'details': 'Boston University School of Public Health;Boston, Massachusetts, United States'}]",695230,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=2253,
"Attending physician;Kaohsiung Veterans General Hospital;Kaohsiung, Kaohsiung, Taiwan (Republic of China)","Susan Shin-Jung Lee, MD PhD (she/her/hers)","[{'name': 'Jia-Yih Feng, M.D.', 'details': 'Taipei Veterans General Hospital;Taipei, Taipei, Taiwan'}, {'name': 'Chin-Chung Shu, MD', 'details': 'National Taiwan University Hospital;Taipei, Taipei, Taiwan'}, {'name': 'Shu-Min Lin, MD', 'details': 'Chang Gung Memorial Hospital;Linkou, Taipei, Taiwan'}, {'name': 'Ya-Wei Weng, MD', 'details': 'Kaohsiung Veterans General Hospital;Kaohsiung, Kaohsiung, Taiwan'}, {'name': 'Jui-Kuang Chen, MD', 'details': 'Kaohsiung Veterans General Hospital;Kaohsiung, Kaohsiung, Taiwan'}, {'name': 'Kuan-Sheng Wu, MD', 'details': 'Kaohsiung Veterans General Hospital;Kaohsiung, Kaohsiung, Taiwan'}, {'name': 'Hung-Chin Tsai, MD', 'details': 'Kaohsiung Veterans General Hospital;Kaohsiung, Kaohsiung, Taiwan'}, {'name': 'Yao-Shen Chen, MD', 'details': 'Investigator;Kaohsiung Veterans General Hospital;Kaohsiung, Kaohsiung'}, {'name': 'Hsi-Hsun Lin, MD PhD', 'details': 'Kaohsiung Veterans General Hospital;Kaohsiung, Kaohsiung, Taiwan'}, {'name': 'Susan Shin-Jung Lee, MD PhD (she/her/hers)', 'details': 'Attending physician;Kaohsiung Veterans General Hospital;Kaohsiung, Kaohsiung, Taiwan (Republic of China)'}]",695090,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=2254,
"Senior Assistant Professor;Nagasaki University Hospital;Nagasaki, Nagasaki, Japan","Shotaro Ide, MD, PhD (he/him/his)","[{'name': 'Takahiro Takazono, MD, PhD (he/him/his)', 'details': 'Associate Professor;Nagasaki University Graduate School of Biomedical Sciences;Nagasaki, Nagasaki, Japan'}, {'name': 'Shinpei Morimoto, n/a', 'details': 'Nagasaki University;Nagasaki, Nagasaki, Japan'}, {'name': 'Masataka Yoshida, M.D., Ph.D.', 'details': 'Nagasaki University Hospital;Nagasaki, Nagasaki, Japan'}, {'name': 'Kazuaki Takeda, MD.PhD.', 'details': 'Nagasaki University Hospital;Nagasaki, Nagasaki, Japan'}, {'name': 'Naoki Iwanaga, MD, PhD (he/him/his)', 'details': 'Assistant professor;Nagasaki University Hospital;Nagasaki, Nagasaki, Japan'}, {'name': 'Naoki Hosogaya, n/a', 'details': 'Nagasaki University;Nagasaki, Nagasaki, Japan'}, {'name': 'Kosaku Komiya, M.D., Ph.D.', 'details': 'Professor;Oita University Faculty of Medicine;Yufu, Oita, Japan'}, {'name': 'Koichi Izumikawa, M.D., Ph.D.', 'details': 'Professor;Nagasaki University;Nagasaki, Nagasaki, Japan'}, {'name': 'Akitsugu Furumoto, M.D., Ph.D.', 'details': 'Professor;Nagasaki University Hospital;Nagasaki, Nagasaki, Japan'}, {'name': 'Katsunori Yanagihara, MD, PhD', 'details': 'Professor;Nagasaki University;Nagasaki, Nagasaki, Japan'}, {'name': 'Hiroshi Mukae, M.D., Ph.D.', 'details': 'Professor;Nagasaki University;Nagasaki, Nagasaki, Japan'}]",694848,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=2255,
"Infectious Disease Specialist;Songkhla Provincial Hospital;Songkhla Province, Songkhla, Thailand","Sujinda Ruangchan, MD","[{'name': 'Pornthip Saengsanga, MNS, MNS', 'details': 'Critical Care Nurse;Songkhla Hospital;Mueang, Songkhla, Thailand'}, {'name': 'Nongnuch Kiamkan, n/a', 'details': 'Nurse Practitioner;Songkhla Provincial Hospital;Songkhla, Songkhla, Thailand'}]",695427,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=2256,
"Consultant Infectious Disease;Zydus Hospital, Ahmedabad , Gujarat, India","Shivang Sharma, DM ID (he/him/his)","[{'name': 'Deepak Kumar, MD, FIDSA', 'details': 'Associate Professor, Division of Inectious Diseases, Department of Medicine;All India Institute of Medical Sciences, Jodhpur (India);Jodhpur, Rajasthan, India'}]",695017,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=2257,
